OID_,Clips_DEM_Large_S3_Regm8b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
23,-13,-5.279090571150472,20.491327127536483,-13.2186050,-0.4567669,24.9318504,1.4497561
24,-13,-5.271633931150472,20.491327127536483,-13.2185717,-0.4388024,25.3414497,1.4096959
25,-13,-5.264177291150472,20.491327127536483,-13.2185097,-0.4278706,25.7302570,1.3697119
26,-13,-5.256720651150472,20.491327127536483,-13.2184200,-0.4220742,26.0981560,1.3319530
27,-13,-5.249264011150472,20.491327127536483,-13.2183046,-0.4209582,26.4470730,1.2984824
28,-13,-5.241807371150472,20.491327127536483,-13.2181635,-0.4252674,26.7775593,1.2709652
29,-13,-5.234350731150472,20.491327127536483,-13.2179956,-0.4359348,27.0943031,1.2504836
30,-13,-5.226894091150472,20.491327127536483,-13.2178011,-0.4572078,27.3976212,1.2373550
31,-13,-5.219437451150473,20.491327127536483,-13.2175770,-0.4923452,27.6916733,1.2310200
32,-13,-5.211980811150473,20.491327127536483,-13.2173185,-0.5382184,27.9809036,1.2302151
33,-13,-5.204524171150473,20.491327127536483,-13.2170191,-0.5870837,28.2675915,1.2333332
34,-13,-5.197067531150473,20.491327127536483,-13.2166719,-0.6331654,28.5531883,1.2385443
35,-13,-5.189610891150473,20.491327127536483,-13.2162704,-0.6695206,28.8380871,1.2438517
36,-13,-5.182154251150473,20.491327127536483,-13.2158079,-0.6939844,29.1200047,1.2472000
37,-13,-5.174697611150473,20.491327127536483,-13.2152834,-0.7123808,29.3950138,1.2466660
38,-13,-5.167240971150473,20.491327127536483,-13.2146940,-0.7274809,29.6635647,1.2407099
39,-13,-5.159784331150473,20.491327127536483,-13.2140379,-0.7374703,29.9226036,1.2282989
40,-13,-5.152327691150473,20.491327127536483,-13.2133141,-0.7356399,30.1682434,1.2090433
41,-13,-5.144871051150472,20.491327127536483,-13.2125206,-0.7224729,30.3966007,1.1831702
42,-13,-5.137414411150472,20.491327127536483,-13.2116623,-0.6964124,30.6026878,1.1513897
43,-13,-5.129957771150472,20.491327127536483,-13.2107420,-0.6643058,30.7844696,1.1145581
44,-13,-5.122501131150472,20.491327127536483,-13.2097645,-0.6271437,30.9389877,1.0737100
45,-13,-5.115044491150472,20.491327127536483,-13.2087374,-0.5920054,31.0655308,1.0302728
46,-13,-5.308917131150472,20.483870487536482,-13.2215643,-0.5929608,22.9166489,1.5852774
47,-13,-5.301460491150472,20.483870487536482,-13.2217464,-0.5898986,23.3877277,1.5695843
48,-13,-5.294003851150472,20.483870487536482,-13.2218885,-0.5818897,23.8454418,1.5464927
49,-13,-5.286547211150472,20.483870487536482,-13.2219906,-0.5642404,24.2894611,1.5179131
50,-13,-5.279090571150472,20.483870487536482,-13.2220554,-0.5439028,24.7159042,1.4858612
51,-13,-5.271633931150472,20.483870487536482,-13.2220860,-0.5276994,25.1228333,1.4523261
52,-13,-5.264177291150472,20.483870487536482,-13.2220860,-0.5179707,25.5077858,1.4192353
53,-13,-5.256720651150472,20.483870487536482,-13.2220545,-0.5136061,25.8730011,1.3886744
54,-13,-5.249264011150472,20.483870487536482,-13.2219944,-0.5133548,26.2179451,1.3627335
55,-13,-5.241807371150472,20.483870487536482,-13.2219057,-0.5178072,26.5436592,1.3431735
56,-13,-5.234350731150472,20.483870487536482,-13.2217884,-0.5285030,26.8523750,1.3311989
57,-13,-5.226894091150472,20.483870487536482,-13.2216415,-0.5513702,27.1482906,1.3272634
58,-13,-5.219437451150473,20.483870487536482,-13.2214642,-0.5877145,27.4340553,1.3309635
59,-13,-5.211980811150473,20.483870487536482,-13.2212505,-0.6362919,27.7125778,1.3411620
60,-13,-5.204524171150473,20.483870487536482,-13.2209949,-0.6904364,27.9877529,1.3562759
61,-13,-5.197067531150473,20.483870487536482,-13.2206907,-0.7432048,28.2612629,1.3743987
62,-13,-5.189610891150473,20.483870487536482,-13.2203302,-0.7856122,28.5328064,1.3933904
63,-13,-5.182154251150473,20.483870487536482,-13.2199078,-0.8182321,28.8012638,1.4110044
64,-13,-5.174697611150473,20.483870487536482,-13.2194223,-0.8449860,29.0662041,1.4250274
65,-13,-5.167240971150473,20.483870487536482,-13.2188692,-0.8679726,29.3263378,1.4335313
66,-13,-5.159784331150473,20.483870487536482,-13.2182474,-0.8836931,29.5789928,1.4350387
67,-13,-5.152327691150473,20.483870487536482,-13.2175541,-0.8898277,29.8228855,1.4286785
68,-13,-5.144871051150472,20.483870487536482,-13.2167892,-0.8809955,30.0525761,1.4141954
69,-13,-5.137414411150472,20.483870487536482,-13.2159548,-0.8573382,30.2647076,1.3918465
70,-13,-5.129957771150472,20.483870487536482,-13.2150545,-0.8243760,30.4531403,1.3621544
71,-13,-5.122501131150472,20.483870487536482,-13.2140942,-0.7858150,30.6169415,1.3258514
72,-13,-5.115044491150472,20.483870487536482,-13.2130795,-0.7459326,30.7546196,1.2841035
73,-13,-5.107587851150472,20.483870487536482,-13.2120152,-0.7107000,30.8678627,1.2383819
74,-13,-5.100131211150472,20.483870487536482,-13.2109070,-0.6794541,30.9577675,1.1903044
75,-13,-5.092674571150472,20.483870487536482,-13.2097578,-0.6469771,31.0270329,1.1415097
76,-13,-5.316373771150472,20.476413847536481,-13.2243929,-0.6548594,22.2288570,1.6133476
77,-13,-5.308917131150472,20.476413847536481,-13.2246914,-0.6570030,22.6981888,1.6109623
78,-13,-5.301460491150472,20.476413847536481,-13.2249479,-0.6596603,23.1587543,1.6006690
79,-13,-5.294003851150472,20.476413847536481,-13.2251625,-0.6553524,23.6065941,1.5838262
80,-13,-5.286547211150472,20.476413847536481,-13.2253342,-0.6431404,24.0413189,1.5621859
81,-13,-5.279090571150472,20.476413847536481,-13.2254667,-0.6261408,24.4586315,1.5375936
82,-13,-5.271633931150472,20.476413847536481,-13.2255621,-0.6143822,24.8577137,1.5118766
83,-13,-5.264177291150472,20.476413847536481,-13.2256222,-0.6074634,25.2364426,1.4868846
84,-13,-5.256720651150472,20.476413847536481,-13.2256498,-0.6055654,25.5953159,1.4646299
85,-13,-5.249264011150472,20.476413847536481,-13.2256441,-0.6072029,25.9329929,1.4471225
86,-13,-5.241807371150472,20.476413847536481,-13.2256069,-0.6132163,26.2515221,1.4361712
87,-13,-5.234350731150472,20.476413847536481,-13.2255383,-0.6246433,26.5516586,1.4331264
88,-13,-5.226894091150472,20.476413847536481,-13.2254381,-0.6482546,26.8369350,1.4385933
89,-13,-5.219437451150473,20.476413847536481,-13.2253046,-0.6877318,27.1110878,1.4523218
90,-13,-5.211980811150473,20.476413847536481,-13.2251348,-0.7391877,27.3769684,1.4733142
91,-13,-5.204524171150473,20.476413847536481,-13.2249212,-0.7964000,27.6370220,1.5000699
92,-13,-5.197067531150473,20.476413847536481,-13.2246571,-0.8541200,27.8940487,1.5306871
93,-13,-5.189610891150473,20.476413847536481,-13.2243366,-0.9039066,28.1505032,1.5629306
94,-13,-5.182154251150473,20.476413847536481,-13.2239523,-0.9421277,28.4043236,1.5943491
95,-13,-5.174697611150473,20.476413847536481,-13.2235022,-0.9741765,28.6547050,1.6224779
96,-13,-5.167240971150473,20.476413847536481,-13.2229843,-1.0035013,28.9017143,1.6450914
97,-13,-5.159784331150473,20.476413847536481,-13.2223949,-1.0266119,29.1450920,1.6603267
98,-13,-5.152327691150473,20.476413847536481,-13.2217321,-1.0380245,29.3831100,1.6668586
99,-13,-5.144871051150472,20.476413847536481,-13.2209940,-1.0331146,29.6120644,1.6639525
100,-13,-5.137414411150472,20.476413847536481,-13.2201843,-1.0121921,29.8259220,1.6513803
101,-13,-5.129957771150472,20.476413847536481,-13.2193041,-0.9790921,30.0208035,1.6292927
102,-13,-5.122501131150472,20.476413847536481,-13.2183609,-0.9383280,30.1956539,1.5981393
103,-13,-5.115044491150472,20.476413847536481,-13.2173586,-0.8953006,30.3470802,1.5588162
104,-13,-5.107587851150472,20.476413847536481,-13.2163048,-0.8558683,30.4752865,1.5126837
105,-13,-5.100131211150472,20.476413847536481,-13.2152033,-0.8176770,30.5835667,1.4613763
106,-13,-5.092674571150472,20.476413847536481,-13.2140579,-0.7798163,30.6724434,1.4066427
107,-13,-5.085217931150472,20.476413847536481,-13.2128706,-0.7407916,30.7404728,1.3502042
108,-13,-5.077761291150472,20.476413847536481,-13.2116470,-0.7016910,30.7882080,1.2938732
109,-13,-5.070304651150472,20.476413847536481,-13.2103891,-0.6628248,30.8146458,1.2393976
110,-13,-5.331287051150472,20.468957207536480,-13.2265282,-0.7220231,21.0753689,1.6144289
111,-13,-5.323830411150472,20.468957207536480,-13.2269850,-0.7172276,21.5404835,1.6339781
112,-13,-5.316373771150472,20.468957207536480,-13.2274017,-0.7200232,22.0039425,1.6451308
113,-13,-5.308917131150472,20.468957207536480,-13.2277756,-0.7266985,22.4603405,1.6486441
114,-13,-5.301460491150472,20.468957207536480,-13.2281065,-0.7331181,22.9081821,1.6453652
115,-13,-5.294003851150472,20.468957207536480,-13.2283926,-0.7318609,23.3435268,1.6364104
116,-13,-5.286547211150472,20.468957207536480,-13.2286339,-0.7237819,23.7652130,1.6232822
117,-13,-5.279090571150472,20.468957207536480,-13.2288332,-0.7094111,24.1713314,1.6075777
118,-13,-5.271633931150472,20.468957207536480,-13.2289915,-0.7000043,24.5584087,1.5909824
119,-13,-5.264177291150472,20.468957207536480,-13.2291117,-0.6956486,24.9264145,1.5752553
120,-13,-5.256720651150472,20.468957207536480,-13.2291956,-0.6965273,25.2739468,1.5622565
121,-13,-5.249264011150472,20.468957207536480,-13.2292442,-0.6988668,25.6009731,1.5539031
122,-13,-5.241807371150472,20.468957207536480,-13.2292566,-0.7057752,25.9072704,1.5520014
123,-13,-5.234350731150472,20.468957207536480,-13.2292356,-0.7181973,26.1965122,1.5579973
124,-13,-5.226894091150472,20.468957207536480,-13.2291803,-0.7420881,26.4685421,1.5726377
125,-13,-5.219437451150473,20.468957207536480,-13.2290897,-0.7822130,26.7268181,1.5958172
126,-13,-5.211980811150473,20.468957207536480,-13.2289600,-0.8370822,26.9759693,1.6266928
127,-13,-5.204524171150473,20.468957207536480,-13.2287855,-0.8995923,27.2184658,1.6638649
128,-13,-5.197067531150473,20.468957207536480,-13.2285595,-0.9620699,27.4551563,1.7055022
129,-13,-5.189610891150473,20.468957207536480,-13.2282743,-1.0178905,27.6915188,1.7493820
130,-13,-5.182154251150473,20.468957207536480,-13.2279253,-1.0635186,27.9261723,1.7929444
131,-13,-5.174697611150473,20.468957207536480,-13.2275095,-1.1019925,28.1579208,1.8335263
132,-13,-5.167240971150473,20.468957207536480,-13.2270231,-1.1367115,28.3875084,1.8686619
133,-13,-5.159784331150473,20.468957207536480,-13.2264633,-1.1659156,28.6182232,1.8962440
134,-13,-5.152327691150473,20.468957207536480,-13.2258282,-1.1833624,28.8469086,1.9145948
135,-13,-5.144871051150472,20.468957207536480,-13.2251177,-1.1825913,29.0711250,1.9225568
136,-13,-5.137414411150472,20.468957207536480,-13.2243299,-1.1637912,29.2861557,1.9194984
137,-13,-5.129957771150472,20.468957207536480,-13.2234716,-1.1318139,29.4886265,1.9052011
138,-13,-5.122501131150472,20.468957207536480,-13.2225456,-1.0900993,29.6732426,1.8798057
139,-13,-5.115044491150472,20.468957207536480,-13.2215586,-1.0456042,29.8398952,1.8439234
140,-13,-5.107587851150472,20.468957207536480,-13.2205172,-1.0020918,29.9867172,1.7987123
141,-13,-5.100131211150472,20.468957207536480,-13.2194242,-0.9608342,30.1165085,1.7457479
142,-13,-5.092674571150472,20.468957207536480,-13.2182846,-0.9195658,30.2263222,1.6868577
143,-13,-5.085217931150472,20.468957207536480,-13.2171011,-0.8773278,30.3193340,1.6238861
144,-13,-5.077761291150472,20.468957207536480,-13.2158775,-0.8336453,30.3912182,1.5587997
145,-13,-5.070304651150472,20.468957207536480,-13.2146177,-0.7894562,30.4419231,1.4936476
146,-13,-5.062848011150472,20.468957207536480,-13.2133245,-0.7494493,30.4697609,1.4304681
147,-13,-5.055391371150472,20.468957207536480,-13.2120028,-0.7144036,30.4773064,1.3714707
148,-13,-5.338743691150472,20.461500567536483,-13.2287617,-0.8027708,20.3991852,1.6144880
149,-13,-5.331287051150472,20.461500567536483,-13.2293377,-0.7972596,20.8496933,1.6460978
150,-13,-5.323830411150472,20.461500567536483,-13.2298727,-0.7968538,21.3027210,1.6700207
151,-13,-5.316373771150472,20.461500567536483,-13.2303648,-0.8036943,21.7524319,1.6871268
152,-13,-5.308917131150472,20.461500567536483,-13.2308140,-0.8127833,22.1946468,1.6979778
153,-13,-5.301460491150472,20.461500567536483,-13.2312174,-0.8220090,22.6264191,1.7031882
154,-13,-5.294003851150472,20.461500567536483,-13.2315750,-0.8238048,23.0472832,1.7035969
155,-13,-5.286547211150472,20.461500567536483,-13.2318840,-0.8181286,23.4548187,1.7004077
156,-13,-5.279090571150472,20.461500567536483,-13.2321482,-0.8061785,23.8469963,1.6949570
157,-13,-5.271633931150472,20.461500567536483,-13.2323685,-0.7965402,24.2211418,1.6887724
158,-13,-5.264177291150472,20.461500567536483,-13.2325478,-0.7922265,24.5760155,1.6834061
159,-13,-5.256720651150472,20.461500567536483,-13.2326870,-0.7934559,24.9108562,1.6804975
160,-13,-5.249264011150472,20.461500567536483,-13.2327871,-0.7965224,25.2244701,1.6818755
161,-13,-5.241807371150472,20.461500567536483,-13.2328482,-0.8023478,25.5182228,1.6893202
162,-13,-5.234350731150472,20.461500567536483,-13.2328720,-0.8149849,25.7919044,1.7043115
163,-13,-5.226894091150472,20.461500567536483,-13.2328587,-0.8397602,26.0493698,1.7276736
164,-13,-5.219437451150473,20.461500567536483,-13.2328081,-0.8813174,26.2907104,1.7594090
165,-13,-5.211980811150473,20.461500567536483,-13.2327166,-0.9381720,26.5187931,1.7988400
166,-13,-5.204524171150473,20.461500567536483,-13.2325773,-1.0036429,26.7384796,1.8447013
167,-13,-5.197067531150473,20.461500567536483,-13.2323856,-1.0698199,26.9532948,1.8952535
168,-13,-5.189610891150473,20.461500567536483,-13.2321339,-1.1311575,27.1646843,1.9483606
169,-13,-5.182154251150473,20.461500567536483,-13.2318163,-1.1819465,27.3749275,2.0015235
170,-13,-5.174697611150473,20.461500567536483,-13.2314291,-1.2244922,27.5846424,2.0520587
171,-13,-5.167240971150473,20.461500567536483,-13.2309713,-1.2634664,27.7945938,2.0973597
172,-13,-5.159784331150473,20.461500567536483,-13.2304392,-1.2986093,28.0068913,2.1351571
173,-13,-5.152327691150473,20.461500567536483,-13.2298307,-1.3203902,28.2238750,2.1635330
174,-13,-5.144871051150472,20.461500567536483,-13.2291441,-1.3242291,28.4408779,2.1810360
175,-13,-5.137414411150472,20.461500567536483,-13.2283792,-1.3093024,28.6551800,2.1867464
176,-13,-5.129957771150472,20.461500567536483,-13.2275410,-1.2805185,28.8605843,2.1801195
177,-13,-5.122501131150472,20.461500567536483,-13.2266340,-1.2393394,29.0554218,2.1609712
178,-13,-5.115044491150472,20.461500567536483,-13.2256641,-1.1952572,29.2346497,2.1296041
179,-13,-5.107587851150472,20.461500567536483,-13.2246361,-1.1508741,29.3992405,2.0869234
180,-13,-5.100131211150472,20.461500567536483,-13.2235556,-1.1097198,29.5490761,2.0343390
181,-13,-5.092674571150472,20.461500567536483,-13.2224245,-1.0664839,29.6841049,1.9736069
182,-13,-5.085217931150472,20.461500567536483,-13.2212477,-1.0228646,29.8016682,1.9066108
183,-13,-5.077761291150472,20.461500567536483,-13.2200279,-0.9767247,29.9001274,1.8353611
184,-13,-5.070304651150472,20.461500567536483,-13.2187681,-0.9306695,29.9762154,1.7620128
185,-13,-5.062848011150472,20.461500567536483,-13.2174730,-0.8858114,30.0286694,1.6887794
186,-13,-5.055391371150472,20.461500567536483,-13.2161455,-0.8474464,30.0584602,1.6181068
187,-13,-5.047934731150472,20.461500567536483,-13.2147894,-0.8179542,30.0654716,1.5524690
188,-13,-5.040478091150472,20.461500567536483,-13.2134075,-0.7979269,30.0503349,1.4942273
189,-13,-5.346200331150472,20.454043927536482,-13.2307444,-0.8898755,19.7033710,1.6048512
190,-13,-5.338743691150472,20.454043927536482,-13.2314405,-0.8956700,20.1354351,1.6477567
191,-13,-5.331287051150472,20.454043927536482,-13.2320948,-0.8957372,20.5742722,1.6832850
192,-13,-5.323830411150472,20.454043927536482,-13.2327061,-0.8987052,21.0124378,1.7128693
193,-13,-5.316373771150472,20.454043927536482,-13.2332735,-0.9080038,21.4474430,1.7372458
194,-13,-5.308917131150472,20.454043927536482,-13.2337971,-0.9203698,21.8729687,1.7567642
195,-13,-5.301460491150472,20.454043927536482,-13.2342720,-0.9305062,22.2894440,1.7717496
196,-13,-5.294003851150472,20.454043927536482,-13.2346992,-0.9342468,22.6953030,1.7827399
197,-13,-5.286547211150472,20.454043927536482,-13.2350760,-0.9298934,23.0884800,1.7906238
198,-13,-5.279090571150472,20.454043927536482,-13.2354040,-0.9190435,23.4668179,1.7965014
199,-13,-5.271633931150472,20.454043927536482,-13.2356853,-0.9093482,23.8280563,1.8016846
200,-13,-5.264177291150472,20.454043927536482,-13.2359219,-0.9035428,24.1699333,1.8074666
201,-13,-5.256720651150472,20.454043927536482,-13.2361145,-0.9048881,24.4914055,1.8152795
202,-13,-5.249264011150472,20.454043927536482,-13.2362642,-0.9079813,24.7923965,1.8267982
203,-13,-5.241807371150472,20.454043927536482,-13.2363720,-0.9133506,25.0724735,1.8437339
204,-13,-5.234350731150472,20.454043927536482,-13.2364397,-0.9244462,25.3319359,1.8675056
205,-13,-5.226894091150472,20.454043927536482,-13.2364664,-0.9504251,25.5713387,1.8989302
206,-13,-5.219437451150473,20.454043927536482,-13.2364521,-0.9919811,25.7924480,1.9381208
207,-13,-5.211980811150473,20.454043927536482,-13.2363949,-1.0494494,25.9984550,1.9845214
208,-13,-5.204524171150473,20.454043927536482,-13.2362881,-1.1168505,26.1922741,2.0370309
209,-13,-5.197067531150473,20.454043927536482,-13.2361259,-1.1863682,26.3793545,2.0941060
210,-13,-5.189610891150473,20.454043927536482,-13.2359018,-1.2504041,26.5639038,2.1537855
211,-13,-5.182154251150473,20.454043927536482,-13.2356119,-1.3050308,26.7474289,2.2137067
212,-13,-5.174697611150473,20.454043927536482,-13.2352505,-1.3520366,26.9310360,2.2712777
213,-13,-5.167240971150473,20.454043927536482,-13.2348166,-1.3944229,27.1172447,2.3239403
214,-13,-5.159784331150473,20.454043927536482,-13.2343082,-1.4312087,27.3091679,2.3693874
215,-13,-5.152327691150473,20.454043927536482,-13.2337227,-1.4591992,27.5083447,2.4055934
216,-13,-5.144871051150472,20.454043927536482,-13.2330580,-1.4678084,27.7147007,2.4309773
217,-13,-5.137414411150472,20.454043927536482,-13.2323151,-1.4561672,27.9225006,2.4444158
218,-13,-5.129957771150472,20.454043927536482,-13.2314978,-1.4284626,28.1286259,2.4450858
219,-13,-5.122501131150472,20.454043927536482,-13.2306099,-1.3905783,28.3304596,2.4325163
220,-13,-5.115044491150472,20.454043927536482,-13.2296562,-1.3460056,28.5209904,2.4066982
221,-13,-5.107587851150472,20.454043927536482,-13.2286453,-1.3022796,28.7010555,2.3681898
222,-13,-5.100131211150472,20.454043927536482,-13.2275782,-1.2593615,28.8710938,2.3181436
223,-13,-5.092674571150472,20.454043927536482,-13.2264605,-1.2162549,29.0300903,2.2581542
224,-13,-5.085217931150472,20.454043927536482,-13.2252941,-1.1724569,29.1750927,2.1899734
225,-13,-5.077761291150472,20.454043927536482,-13.2240810,-1.1255999,29.3024845,2.1154935
226,-13,-5.070304651150472,20.454043927536482,-13.2228251,-1.0762677,29.4066887,2.0368602
227,-13,-5.062848011150472,20.454043927536482,-13.2215300,-1.0284679,29.4879570,1.9563141
228,-13,-5.055391371150472,20.454043927536482,-13.2202005,-0.9881415,29.5447311,1.8763145
229,-13,-5.047934731150472,20.454043927536482,-13.2188387,-0.9545990,29.5753117,1.7995050
230,-13,-5.040478091150472,20.454043927536482,-13.2174463,-0.9305707,29.5816135,1.7285135
231,-13,-5.033021451150472,20.454043927536482,-13.2160263,-0.9102653,29.5636864,1.6657497
232,-13,-5.025564811150472,20.454043927536482,-13.2145786,-0.8891540,29.5232201,1.6130089
233,-13,-5.346200331150472,20.446587287536481,-13.2332830,-0.9877572,19.3990364,1.6360068
234,-13,-5.338743691150472,20.446587287536481,-13.2340565,-0.9990591,19.8181171,1.6822132
235,-13,-5.331287051150472,20.446587287536481,-13.2347870,-1.0068526,20.2415886,1.7228726
236,-13,-5.323830411150472,20.446587287536481,-13.2354746,-1.0133548,20.6645966,1.7593323
237,-13,-5.316373771150472,20.446587287536481,-13.2361174,-1.0261971,21.0822029,1.7922004
238,-13,-5.308917131150472,20.446587287536481,-13.2367134,-1.0400299,21.4929123,1.8215845
239,-13,-5.301460491150472,20.446587287536481,-13.2372599,-1.0537100,21.8933735,1.8474563
240,-13,-5.294003851150472,20.446587287536481,-13.2377558,-1.0585181,22.2826328,1.8700393
241,-13,-5.286547211150472,20.446587287536481,-13.2381992,-1.0563333,22.6603508,1.8899491
242,-13,-5.279090571150472,20.446587287536481,-13.2385902,-1.0464530,23.0245476,1.9080182
243,-13,-5.271633931150472,20.446587287536481,-13.2389307,-1.0373110,23.3718719,1.9252837
244,-13,-5.264177291150472,20.446587287536481,-13.2392235,-1.0314279,23.7005501,1.9427978
245,-13,-5.256720651150472,20.446587287536481,-13.2394686,-1.0314173,24.0084915,1.9617542
246,-13,-5.249264011150472,20.446587287536481,-13.2396669,-1.0332116,24.2947006,1.9836245
247,-13,-5.241807371150472,20.446587287536481,-13.2398195,-1.0392574,24.5595055,2.0099771
248,-13,-5.234350731150472,20.446587287536481,-13.2399273,-1.0503026,24.8015461,2.0420740
249,-13,-5.226894091150472,20.446587287536481,-13.2399912,-1.0738255,25.0198879,2.0807190
250,-13,-5.219437451150473,20.446587287536481,-13.2400112,-1.1154171,25.2183495,2.1261134
251,-13,-5.211980811150473,20.446587287536481,-13.2399836,-1.1723132,25.3993397,2.1777732
252,-13,-5.204524171150473,20.446587287536481,-13.2399044,-1.2386106,25.5673637,2.2347760
253,-13,-5.197067531150473,20.446587287536481,-13.2397680,-1.3080101,25.7260857,2.2958374
254,-13,-5.189610891150473,20.446587287536481,-13.2395678,-1.3744714,25.8801994,2.3592517
255,-13,-5.182154251150473,20.446587287536481,-13.2392998,-1.4296539,26.0335636,2.4229250
256,-13,-5.174697611150473,20.446587287536481,-13.2389593,-1.4774128,26.1891212,2.4844887
257,-13,-5.167240971150473,20.446587287536481,-13.2385454,-1.5206150,26.3489742,2.5415468
258,-13,-5.159784331150473,20.446587287536481,-13.2380571,-1.5596685,26.5173054,2.5918999
259,-13,-5.152327691150473,20.446587287536481,-13.2374907,-1.5884211,26.6964035,2.6335826
260,-13,-5.144871051150472,20.446587287536481,-13.2368450,-1.5997800,26.8876820,2.6650198
261,-13,-5.137414411150472,20.446587287536481,-13.2361221,-1.5902066,27.0874672,2.6849778
262,-13,-5.129957771150472,20.446587287536481,-13.2353239,-1.5641243,27.2917671,2.6924195
263,-13,-5.122501131150472,20.446587287536481,-13.2344551,-1.5274048,27.4958076,2.6866045
264,-13,-5.115044491150472,20.446587287536481,-13.2335205,-1.4839119,27.6981106,2.6672168
265,-13,-5.107587851150472,20.446587287536481,-13.2325268,-1.4405680,27.8944530,2.6344321
266,-13,-5.100131211150472,20.446587287536481,-13.2314768,-1.3986409,28.0855408,2.5890250
267,-13,-5.092674571150472,20.446587287536481,-13.2303743,-1.3577021,28.2688370,2.5323093
268,-13,-5.085217931150472,20.446587287536481,-13.2292213,-1.3150872,28.4415665,2.4657977
269,-13,-5.077761291150472,20.446587287536481,-13.2280197,-1.2690934,28.6005249,2.3911152
270,-13,-5.070304651150472,20.446587287536481,-13.2267723,-1.2192814,28.7384701,2.3101952
271,-13,-5.062848011150472,20.446587287536481,-13.2254820,-1.1706254,28.8512325,2.2251329
272,-13,-5.055391371150472,20.446587287536481,-13.2241526,-1.1292076,28.9374580,2.1382425
273,-13,-5.047934731150472,20.446587287536481,-13.2227879,-1.0932233,28.9979248,2.0521960
274,-13,-5.040478091150472,20.446587287536481,-13.2213879,-1.0668778,29.0300884,1.9697900
275,-13,-5.033021451150472,20.446587287536481,-13.2199554,-1.0415590,29.0363541,1.8936256
276,-13,-5.025564811150472,20.446587287536481,-13.2184916,-1.0149455,29.0157623,1.8258953
277,-13,-5.018108171150472,20.446587287536481,-13.2169991,-0.9871584,28.9635201,1.7680461
278,-13,-5.010651531150472,20.446587287536481,-13.2154827,-0.9642135,28.8832188,1.7206699
279,-13,-5.353656971150472,20.439130647536480,-13.2348547,-1.0549778,18.6385117,1.6066715
280,-13,-5.346200331150472,20.439130647536480,-13.2357454,-1.0817310,19.0373554,1.6628281
281,-13,-5.338743691150472,20.439130647536480,-13.2365961,-1.1031731,19.4399796,1.7136453
282,-13,-5.331287051150472,20.439130647536480,-13.2374039,-1.1179121,19.8445091,1.7607856
283,-13,-5.323830411150472,20.439130647536480,-13.2381668,-1.1308507,20.2482548,1.8054535
284,-13,-5.316373771150472,20.439130647536480,-13.2388840,-1.1474082,20.6484299,1.8480492
285,-13,-5.308917131150472,20.439130647536480,-13.2395525,-1.1666869,21.0416832,1.8884268
286,-13,-5.301460491150472,20.439130647536480,-13.2401695,-1.1839517,21.4245300,1.9262384
287,-13,-5.294003851150472,20.439130647536480,-13.2407331,-1.1919655,21.7975998,1.9613781
288,-13,-5.286547211150472,20.439130647536480,-13.2412424,-1.1921916,22.1579151,1.9941876
