OID_,ClipsFinal_DEM_Large_S3_RegN,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
100,-12,-3.101751691150471,23.041498007536479,-12.7532921,-0.0017355,19.8347111,-0.0648156,-0.0972996,4.0000000,-0.1582462,1.0475836,17.3429108,-0.0363530,0.2045637
101,-12,-3.094295051150471,23.041498007536479,-12.7546473,-0.0004132,24.7933884,-0.0718023,-0.1031930,4.0000000,-0.1482167,1.0474914,17.3261566,-0.0581693,0.2264196
102,-12,-3.086838411150471,23.041498007536479,-12.7560120,0.0009917,30.5785122,-0.0799998,-0.1081498,4.0000000,-0.1378477,1.0474653,17.3206367,-0.0784520,0.2505319
103,-12,-3.079381771150471,23.041498007536479,-12.7573872,0.0023967,37.1900826,-0.0876670,-0.1144196,4.0000000,-0.1291254,1.0474751,17.3222942,-0.0997138,0.2750476
104,-12,-3.071925131150471,23.041498007536479,-12.7587729,0.0038017,44.6280975,-0.0937591,-0.1226437,4.0000000,-0.1232470,1.0475278,17.3326283,-0.1220405,0.2984726
105,-12,-3.064468491150471,23.041498007536479,-12.7601700,-0.0048760,9.9173555,-0.0996684,-0.1296876,4.0000000,-0.1173827,1.0476309,17.3498859,-0.1419926,0.3206589
106,-12,-3.057011851150471,23.041498007536479,-12.7615795,-0.0034711,14.0495872,-0.1020139,-0.1397841,4.0000000,-0.1158185,1.0477723,17.3745384,-0.1637497,0.3388448
107,-12,-3.049555211150471,23.041498007536479,-12.7630014,-0.0020661,19.0082645,-0.1003708,-0.1520231,4.0000000,-0.1180765,1.0479386,17.4028168,-0.1859697,0.3515419
108,-12,-3.042098571150471,23.041498007536479,-12.7644358,-0.0006612,23.9669418,-0.0942928,-0.1669953,4.0000000,-0.1216670,1.0481008,17.4320946,-0.2123237,0.3591143
109,-12,-3.034641931150471,23.041498007536479,-12.7658796,0.0008264,29.7520657,-0.0874499,-0.1806286,4.0000000,-0.1237758,1.0482786,17.4634495,-0.2374813,0.3645483
110,-12,-3.027185291150471,23.041498007536479,-12.7673349,0.0023140,36.3636360,-0.0783843,-0.1947108,4.0000000,-0.1261522,1.0484713,17.4945011,-0.2632693,0.3670834
111,-12,-3.019728651150471,23.041498007536479,-12.7687979,0.0037190,43.8016510,-0.0680451,-0.2067984,4.0000000,-0.1261862,1.0486521,17.5268936,-0.2874107,0.3643385
112,-12,-3.012272011150471,23.041498007536479,-12.7702684,-0.0047934,10.7438021,-0.0585318,-0.2170996,4.0000000,-0.1245288,1.0488331,17.5581913,-0.3096704,0.3611638
113,-12,-3.004815371150471,23.041498007536479,-12.7717457,-0.0033884,14.8760328,-0.0497566,-0.2256934,4.0000000,-0.1195099,1.0490285,17.5918198,-0.3318768,0.3568544
114,-12,-2.997358731150471,23.041498007536479,-12.7732286,-0.0019008,19.8347111,-0.0424317,-0.2323305,4.0000000,-0.1116144,1.0492303,17.6248798,-0.3530466,0.3522260
115,-12,-2.989902091150471,23.041498007536479,-12.7747164,-0.0004132,25.6198349,-0.0359141,-0.2374166,4.0000000,-0.1019517,1.0494394,17.6614513,-0.3728815,0.3463823
116,-12,-2.982445451150471,23.041498007536479,-12.7762070,0.0010744,31.4049587,-0.0329555,-0.2403755,4.0000000,-0.0881799,1.0496621,17.7003098,-0.3925712,0.3442881
117,-12,-2.974988811150471,23.041498007536479,-12.7777004,0.0025620,38.0165291,-0.0315927,-0.2419914,4.0000000,-0.0732734,1.0499166,17.7425861,-0.4107094,0.3430707
118,-12,-2.967532171150471,23.041498007536479,-12.7791977,0.0040496,45.4545441,-0.0308883,-0.2426561,4.0000000,-0.0586630,1.0501975,17.7905350,-0.4266491,0.3414392
119,-12,-2.960075531150471,23.041498007536479,-12.7806959,-0.0043802,12.3966942,-0.0281986,-0.2466312,4.0000000,-0.0477615,1.0504853,17.8411961,-0.4455008,0.3426136
120,-12,-2.952618891150470,23.041498007536479,-12.7821960,-0.0029752,16.5289249,-0.0244389,-0.2533884,4.0000000,-0.0416737,1.0507926,17.8936043,-0.4651031,0.3480771
121,-12,-2.945162251150471,23.041498007536479,-12.7836971,-0.0014876,21.4876041,-0.0186223,-0.2624838,4.0000000,-0.0398878,1.0511075,17.9461498,-0.4850799,0.3548416
122,-12,-2.937705611150471,23.041498007536479,-12.7851973,0.0000826,27.2727280,-0.0078081,-0.2783561,4.0000000,-0.0464898,1.0514034,17.9987106,-0.5102224,0.3677979
123,-12,-2.930248971150471,23.041498007536479,-12.7866955,0.0015702,33.8842964,0.0103005,-0.3015016,4.0000000,-0.0652758,1.0516698,18.0448723,-0.5377275,0.3862946
124,-12,-2.922792331150471,23.041498007536479,-12.7881889,0.0030579,40.4958687,0.0354113,-0.3303560,4.0000000,-0.0950075,1.0518811,18.0798512,-0.5657045,0.4112619
125,-12,-2.915335691150471,23.041498007536479,-12.7896738,0.0045455,47.9338837,0.0679265,-0.3651818,4.0000000,-0.1352092,1.0520017,18.1026058,-0.5951544,0.4475881
126,-12,-2.907879051150471,23.041498007536479,-12.7911482,-0.0039669,14.0495872,0.1093523,-0.4061415,4.0000000,-0.1877754,1.0520208,18.1072922,-0.6245075,0.4989288
127,-12,-2.900422411150471,23.041498007536479,-12.7926073,-0.0025620,18.1818180,0.1615961,-0.4542283,4.0000000,-0.2523415,1.0519224,18.0910625,-0.6561150,0.5724657
128,-12,-2.892965771150471,23.041498007536479,-12.7940464,-0.0011570,23.1404953,0.2259417,-0.5094594,4.0000000,-0.3298901,1.0516642,18.0499744,-0.6890286,0.6758263
129,-12,-2.885509131150471,23.041498007536479,-12.7954597,0.0001653,28.0991745,0.2992208,-0.5674571,4.0000000,-0.4171276,1.0512366,17.9783249,-0.7177866,0.8048818
130,-12,-2.878052491150471,23.041498007536479,-12.7968426,0.0014876,33.8842964,0.3784845,-0.6261849,4.0000000,-0.5095501,1.0506461,17.8811989,-0.7428197,0.9587142
131,-12,-2.870595851150471,23.041498007536479,-12.7981882,0.0028926,40.4958687,0.4654224,-0.6867987,4.0000000,-0.6097606,1.0498925,17.7527580,-0.7638367,1.1423223
132,-12,-2.863139211150471,23.041498007536479,-12.7994928,0.0041322,46.2809906,0.5575605,-0.7478824,4.0000000,-0.7154943,1.0489702,17.5931396,-0.7802703,1.3541692
133,-12,-2.855682571150471,23.041498007536479,-12.8007498,-0.0047107,9.0909090,0.6470894,-0.8049889,4.0000000,-0.8190885,1.0478694,17.4035702,-0.7908893,1.5774186
134,-12,-2.848225931150471,23.041498007536479,-12.8019543,-0.0035537,12.3966942,0.7349315,-0.8595904,4.0000000,-0.9199393,1.0466278,17.1849060,-0.7992415,1.8137364
135,-12,-3.303080971150471,23.034041367536481,-12.7223969,-0.0025620,14.0495872,-0.3705073,-0.0757506,4.0000000,0.5212622,1.0391145,15.7787123,-0.6727634,0.8771107
136,-12,-3.295624331150471,23.034041367536481,-12.7235193,-0.0015702,18.1818180,-0.3288851,-0.0944487,4.0000000,0.4695209,1.0402867,16.0046291,-0.6584183,0.7948946
137,-12,-3.288167691150471,23.034041367536481,-12.7246437,-0.0004132,23.1404953,-0.2850536,-0.1085563,4.0000000,0.4194729,1.0413780,16.2151165,-0.6365854,0.7063975
138,-12,-3.280711051150471,23.034041367536481,-12.7257700,0.0006612,28.0991745,-0.2405982,-0.1174444,4.0000000,0.3722349,1.0423989,16.4078751,-0.6071237,0.6128747
139,-12,-3.273254411150471,23.034041367536481,-12.7268982,0.0018182,33.8842964,-0.1979120,-0.1204974,4.0000000,0.3289894,1.0433395,16.5821381,-0.5699842,0.5179784
140,-12,-3.265797771150471,23.034041367536481,-12.7280273,0.0029752,39.6694221,-0.1594831,-0.1167014,4.0000000,0.2923055,1.0442035,16.7413425,-0.5257083,0.4260040
141,-12,-3.258341131150471,23.034041367536481,-12.7291584,0.0041322,45.4545441,-0.1258500,-0.1081135,4.0000000,0.2601146,1.0449938,16.8851814,-0.4763416,0.3405886
142,-12,-3.250884491150471,23.034041367536481,-12.7302914,-0.0047107,9.9173555,-0.0973628,-0.0953894,4.0000000,0.2308102,1.0457064,17.0137100,-0.4215889,0.2641948
143,-12,-3.243427851150471,23.034041367536481,-12.7314301,-0.0036364,13.2231407,-0.0749785,-0.0805940,4.0000000,0.2030786,1.0463418,17.1278667,-0.3642666,0.2018408
144,-12,-3.235971211150471,23.034041367536481,-12.7325745,-0.0024793,17.3553715,-0.0601749,-0.0622326,4.0000000,0.1797203,1.0468948,17.2257671,-0.3041855,0.1571938
145,-12,-3.228514571150471,23.034041367536481,-12.7337265,-0.0014050,21.4876041,-0.0515710,-0.0443125,4.0000000,0.1561897,1.0473764,17.3101425,-0.2448147,0.1300715
146,-12,-3.161404811150470,23.034041367536481,-12.7446823,-0.0003306,24.7933884,-0.0895613,-0.0451625,4.0000000,-0.1305496,1.0484301,17.4936924,0.0402246,0.2282065
147,-12,-3.153948171150470,23.034041367536481,-12.7459660,0.0009091,30.5785122,-0.0882513,-0.0653402,4.0000000,-0.1628168,1.0482368,17.4600220,0.0321364,0.2368313
