OID_,ClipsFinal_DEM_Large_S3_RegJ,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
11,-12,-7.806891531150471,21.923002007536478,-12.6207685,-0.0042149,4.9586778,-0.0421087,-0.0614544,4.0000000,-0.1704973,1.0278097,13.3712702,0.0475885,0.1125636
12,-12,-7.799434891150471,21.923002007536478,-12.6219292,-0.0030579,7.4380164,-0.0592440,-0.1373427,4.0000000,-0.2683308,1.0272768,13.2449141,-0.0063546,0.2204653
13,-12,-7.791978251150471,21.923002007536478,-12.6230650,-0.0019835,10.7438021,-0.0731776,-0.2065296,4.0000000,-0.3599241,1.0265803,13.0764523,-0.0531352,0.3597010
14,-12,-7.784521611150471,21.923002007536478,-12.6241693,-0.0009091,14.8760328,-0.0841197,-0.2699809,4.0000000,-0.4457900,1.0257553,12.8746309,-0.0941718,0.5201020
15,-12,-7.777064971150471,21.923002007536478,-12.6252356,0.0000826,19.0082645,-0.0935836,-0.3278633,4.0000000,-0.5293006,1.0248145,12.6421709,-0.1264259,0.6955081
16,-12,-7.769608331150471,21.923002007536478,-12.6262560,0.0010744,23.9669418,-0.1019323,-0.3777861,4.0000000,-0.6102560,1.0237957,12.3837557,-0.1453161,0.8699155
17,-12,-7.762151691150471,21.923002007536478,-12.6272259,0.0019835,28.9256191,-0.1094161,-0.4209270,4.0000000,-0.6877437,1.0227298,12.1071558,-0.1541103,1.0375485
18,-12,-7.754695051150471,21.923002007536478,-12.6281395,0.0028926,34.7107430,-0.1181003,-0.4560391,4.0000000,-0.7618839,1.0216383,11.8171492,-0.1501943,1.1902957
19,-12,-7.747238411150471,21.923002007536478,-12.6289930,0.0037190,40.4958687,-0.1279697,-0.4846992,4.0000000,-0.8342352,1.0205535,11.5211267,-0.1351633,1.3276739
20,-12,-7.739781771150471,21.923002007536478,-12.6297836,0.0044628,46.2809906,-0.1395400,-0.5052238,4.0000000,-0.9018903,1.0194926,11.2243319,-0.1085574,1.4386213
21,-12,-7.732325131150471,21.923002007536478,-12.6305084,-0.0049587,0.0000000,-0.1527493,-0.5210887,4.0000000,-0.9685633,1.0184703,10.9295940,-0.0736141,1.5347844
22,-12,-7.724868491150471,21.923002007536478,-12.6311655,-0.0044628,0.0000000,-0.1658340,-0.5285290,4.0000000,-1.0256854,1.0175047,10.6439676,-0.0313727,1.5930055
23,-12,-7.717411851150471,21.923002007536478,-12.6317530,-0.0039669,0.0000000,-0.1780007,-0.5314937,4.0000000,-1.0769761,1.0166112,10.3723927,0.0139886,1.6286757
24,-12,-7.709955211150471,21.923002007536478,-12.6322708,-0.0035537,0.0000000,-0.1911466,-0.5285547,4.0000000,-1.1182238,1.0157949,10.1175652,0.0611144,1.6390753
25,-12,-7.702498571150471,21.923002007536478,-12.6327190,-0.0032231,0.0000000,-0.2058924,-0.5211221,4.0000000,-1.1495004,1.0150526,9.8787069,0.1072562,1.6324768
26,-12,-7.695041931150471,21.923002007536478,-12.6330976,-0.0028926,0.0000000,-0.2165803,-0.5078105,4.0000000,-1.1622176,1.0143900,9.6615000,0.1465966,1.5915830
27,-12,-7.687585291150471,21.923002007536478,-12.6334066,-0.0026446,0.0000000,-0.2265882,-0.4897311,4.0000000,-1.1590853,1.0138123,9.4696608,0.1796230,1.5307776
28,-12,-7.821804811150471,21.915545367536478,-12.6197538,0.0047107,48.7603302,-0.0018669,0.0558643,4.0000000,-0.0121701,1.0283673,13.5029316,0.1238987,0.0172145
29,-12,-7.814348171150471,21.915545367536478,-12.6209326,-0.0040496,4.9586778,-0.0155408,-0.0261241,4.0000000,-0.1195174,1.0281972,13.4624214,0.0672691,0.0384385
30,-12,-7.806891531150471,21.915545367536478,-12.6221037,-0.0028099,8.2644625,-0.0254663,-0.1050951,4.0000000,-0.2203807,1.0278258,13.3747358,0.0101905,0.1092293
31,-12,-7.799434891150471,21.915545367536478,-12.6232576,-0.0017355,11.5702477,-0.0322496,-0.1783142,4.0000000,-0.3134613,1.0272689,13.2424002,-0.0431671,0.2194536
32,-12,-7.791978251150471,21.915545367536478,-12.6243877,-0.0007438,15.7024794,-0.0366767,-0.2450613,4.0000000,-0.4008390,1.0265594,13.0708160,-0.0892837,0.3574566
33,-12,-7.784521611150471,21.915545367536478,-12.6254854,0.0003306,20.6611576,-0.0400181,-0.3056017,4.0000000,-0.4821243,1.0257231,12.8676348,-0.1290790,0.5146957
34,-12,-7.777064971150471,21.915545367536478,-12.6265440,0.0013223,25.6198349,-0.0424257,-0.3622065,4.0000000,-0.5626410,1.0247818,12.6326427,-0.1617721,0.6885680
35,-12,-7.769608331150471,21.915545367536478,-12.6275578,0.0023140,31.4049587,-0.0454864,-0.4115685,4.0000000,-0.6400225,1.0237631,12.3749971,-0.1831144,0.8642726
36,-12,-7.762151691150471,21.915545367536478,-12.6285200,0.0032231,37.1900826,-0.0493654,-0.4529602,4.0000000,-0.7131342,1.0226985,12.0995092,-0.1927861,1.0296515
37,-12,-7.754695051150471,21.915545367536478,-12.6294270,0.0041322,43.8016510,-0.0544102,-0.4870046,4.0000000,-0.7836742,1.0216182,11.8121538,-0.1903351,1.1796485
38,-12,-7.747238411150471,21.915545367536478,-12.6302738,-0.0051240,0.0000000,-0.0616187,-0.5152710,4.0000000,-0.8535355,1.0205503,11.5209351,-0.1770065,1.3172698
39,-12,-7.739781771150471,21.915545367536478,-12.6310577,-0.0043802,0.8264463,-0.0699814,-0.5372798,4.0000000,-0.9207755,1.0195045,11.2278137,-0.1537840,1.4338109
40,-12,-7.732325131150471,21.915545367536478,-12.6317749,-0.0038017,1.6528926,-0.0796195,-0.5529892,4.0000000,-0.9840724,1.0184976,10.9386263,-0.1219060,1.5259808
41,-12,-7.724868491150471,21.915545367536478,-12.6324244,-0.0033058,2.4793389,-0.0902966,-0.5609590,4.0000000,-1.0392151,1.0175509,10.6589851,-0.0827028,1.5838314
42,-12,-7.717411851150471,21.915545367536478,-12.6330042,-0.0027273,3.3057852,-0.1034005,-0.5639693,4.0000000,-1.0888330,1.0166742,10.3916407,-0.0391056,1.6227415
43,-12,-7.709955211150471,21.915545367536478,-12.6335144,-0.0022314,4.1322312,-0.1171943,-0.5620098,4.0000000,-1.1300777,1.0158694,10.1408215,0.0060581,1.6386871
44,-12,-7.702498571150471,21.915545367536478,-12.6339540,-0.0018182,4.9586778,-0.1317207,-0.5548413,4.0000000,-1.1597270,1.0151380,9.9088945,0.0500445,1.6309686
45,-12,-7.695041931150471,21.915545367536478,-12.6343231,-0.0014050,5.7851238,-0.1457256,-0.5403343,4.0000000,-1.1708599,1.0144972,9.7000189,0.0901913,1.5880036
46,-12,-7.687585291150471,21.915545367536478,-12.6346235,-0.0010744,6.6115704,-0.1599655,-0.5215436,4.0000000,-1.1670207,1.0139475,9.5134029,0.1239335,1.5281388
47,-12,-7.680128651150471,21.915545367536478,-12.6348572,-0.0007438,7.4380164,-0.1734015,-0.4984628,4.0000000,-1.1464907,1.0134686,9.3510036,0.1495651,1.4513364
48,-12,-7.672672011150471,21.915545367536478,-12.6350250,-0.0004959,8.2644625,-0.1862153,-0.4706190,4.0000000,-1.1081048,1.0130587,9.2109175,0.1668669,1.3586668
49,-12,-7.829261451150471,21.908088727536477,-12.6199293,0.0049587,49.5867767,-0.0006420,0.0881033,4.0000000,0.0432502,1.0283329,13.4947214,0.1329563,0.0352080
50,-12,-7.821804811150471,21.908088727536477,-12.6211033,-0.0038017,5.7851238,-0.0056143,0.0071764,4.0000000,-0.0671788,1.0283352,13.4952707,0.0815315,0.0126755
51,-12,-7.814348171150471,21.908088727536477,-12.6222763,-0.0026446,9.0909090,-0.0076865,-0.0720842,4.0000000,-0.1711076,1.0281292,13.4461555,0.0269392,0.0422359
52,-12,-7.806891531150471,21.908088727536477,-12.6234417,-0.0014876,13.2231407,-0.0070835,-0.1465292,4.0000000,-0.2655677,1.0277328,13.3520060,-0.0274907,0.1160285
53,-12,-7.799434891150471,21.908088727536477,-12.6245899,-0.0004959,17.3553715,-0.0041729,-0.2175423,4.0000000,-0.3549248,1.0271577,13.2150440,-0.0801598,0.2274024
54,-12,-7.791978251150471,21.908088727536477,-12.6257124,0.0004959,22.3140488,0.0003913,-0.2828053,4.0000000,-0.4384071,1.0264360,13.0413008,-0.1272035,0.3648285
55,-12,-7.784521611150471,21.908088727536477,-12.6268034,0.0015702,28.0991745,0.0050352,-0.3416209,4.0000000,-0.5160279,1.0255934,12.8348665,-0.1672138,0.5191659
56,-12,-7.777064971150471,21.908088727536477,-12.6278553,0.0025620,33.8842964,0.0095110,-0.3960188,4.0000000,-0.5922572,1.0246521,12.6013489,-0.1997804,0.6878521
57,-12,-7.769608331150471,21.908088727536477,-12.6288614,0.0035537,40.4958687,0.0137492,-0.4457487,4.0000000,-0.6672806,1.0236441,12.3451042,-0.2242168,0.8634301
58,-12,-7.762151691150471,21.908088727536477,-12.6298170,0.0043802,46.2809906,0.0158802,-0.4868178,4.0000000,-0.7367306,1.0225915,12.0702715,-0.2369050,1.0263697
59,-12,-7.754695051150471,21.908088727536477,-12.6307163,-0.0047107,0.8264463,0.0166451,-0.5207489,4.0000000,-0.8039353,1.0215226,11.7862415,-0.2375624,1.1730562
60,-12,-7.747238411150471,21.908088727536477,-12.6315565,-0.0039669,1.6528926,0.0153666,-0.5503069,4.0000000,-0.8717080,1.0204655,11.4980669,-0.2289057,1.3121839
61,-12,-7.739781771150471,21.908088727536477,-12.6323338,-0.0032231,3.3057852,0.0109797,-0.5731195,4.0000000,-0.9373558,1.0194284,11.2064743,-0.2088832,1.4307858
62,-12,-7.732325131150471,21.908088727536477,-12.6330442,-0.0025620,4.9586778,0.0038386,-0.5882068,4.0000000,-0.9973766,1.0184358,10.9203043,-0.1790369,1.5192417
63,-12,-7.724868491150471,21.908088727536477,-12.6336870,-0.0019835,6.6115704,-0.0057097,-0.5967133,4.0000000,-1.0506866,1.0175080,10.6449823,-0.1427400,1.5799774
64,-12,-7.717411851150471,21.908088727536477,-12.6342602,-0.0013223,8.2644625,-0.0191911,-0.6009145,4.0000000,-1.1012764,1.0166481,10.3846769,-0.1005527,1.6272023
65,-12,-7.709955211150471,21.908088727536477,-12.6347628,-0.0007438,9.9173555,-0.0356297,-0.5977833,4.0000000,-1.1405413,1.0158637,10.1404524,-0.0550254,1.6424013
66,-12,-7.702498571150471,21.908088727536477,-12.6351938,-0.0002479,11.5702477,-0.0516111,-0.5896846,4.0000000,-1.1674454,1.0151623,9.9157648,-0.0119238,1.6310776
67,-12,-7.695041931150471,21.908088727536477,-12.6355553,0.0002479,13.2231407,-0.0682064,-0.5756406,4.0000000,-1.1790102,1.0145483,9.7146177,0.0277289,1.5919452
68,-12,-7.687585291150471,21.908088727536477,-12.6358480,0.0006612,14.8760328,-0.0863906,-0.5563499,4.0000000,-1.1748742,1.0140132,9.5371418,0.0621743,1.5327374
69,-12,-7.680128651150471,21.908088727536477,-12.6360722,0.0010744,16.5289249,-0.1031150,-0.5323108,4.0000000,-1.1527737,1.0135535,9.3824177,0.0881521,1.4518700
70,-12,-7.672672011150471,21.908088727536477,-12.6362295,0.0013223,17.3553715,-0.1190066,-0.5037411,4.0000000,-1.1130840,1.0131731,9.2513037,0.1056017,1.3547388
71,-12,-7.665215371150471,21.908088727536477,-12.6363249,0.0015702,18.1818180,-0.1349080,-0.4715662,4.0000000,-1.0590963,1.0128641,9.1425934,0.1159640,1.2503655
72,-12,-7.836718091150471,21.900632087536476,-12.6201220,-0.0047107,4.1322312,-0.0172625,0.1174565,4.0000000,0.1017646,1.0280437,13.4275265,0.1331483,0.0998183
73,-12,-7.829261451150471,21.900632087536476,-12.6212826,-0.0035537,6.6115704,-0.0131027,0.0373159,4.0000000,-0.0132886,1.0282210,13.4687538,0.0879205,0.0350677
74,-12,-7.821804811150471,21.900632087536476,-12.6224518,-0.0023967,9.9173555,-0.0064444,-0.0408876,4.0000000,-0.1199464,1.0281870,13.4603300,0.0381711,0.0227162
75,-12,-7.814348171150471,21.900632087536476,-12.6236200,-0.0013223,14.0495872,0.0029896,-0.1172603,4.0000000,-0.2185969,1.0279514,13.4037609,-0.0159237,0.0577617
76,-12,-7.806891531150471,21.900632087536476,-12.6247787,-0.0002479,19.0082645,0.0144811,-0.1901883,4.0000000,-0.3104439,1.0275310,13.3047113,-0.0699326,0.1347491
77,-12,-7.799434891150471,21.900632087536476,-12.6259203,0.0007438,23.9669418,0.0269051,-0.2580899,4.0000000,-0.3948716,1.0269426,13.1639776,-0.1213083,0.2451693
78,-12,-7.791978251150471,21.900632087536476,-12.6270361,0.0017355,29.7520657,0.0396372,-0.3207244,4.0000000,-0.4732359,1.0262150,12.9868517,-0.1682129,0.3800860
79,-12,-7.784521611150471,21.900632087536476,-12.6281195,0.0028099,36.3636360,0.0527307,-0.3789678,4.0000000,-0.5488291,1.0253671,12.7797527,-0.2091065,0.5332727
80,-12,-7.777064971150471,21.900632087536476,-12.6291637,0.0038017,42.9752083,0.0651024,-0.4321373,4.0000000,-0.6205177,1.0244304,12.5456171,-0.2437568,0.6972765
81,-12,-7.769608331150471,21.900632087536476,-12.6301632,-0.0052066,0.8264463,0.0754777,-0.4803658,4.0000000,-0.6917499,1.0234327,12.2900686,-0.2689816,0.8683926
82,-12,-7.762151691150471,21.900632087536476,-12.6311121,-0.0043802,1.6528926,0.0842469,-0.5213213,4.0000000,-0.7587481,1.0223869,12.0171824,-0.2838945,1.0284342
83,-12,-7.754695051150471,21.900632087536476,-12.6320047,-0.0034711,3.3057852,0.0906233,-0.5558358,4.0000000,-0.8238450,1.0213342,11.7361832,-0.2878267,1.1757075
84,-12,-7.747238411150471,21.900632087536476,-12.6328382,-0.0027273,4.9586778,0.0923442,-0.5845709,4.0000000,-0.8879504,1.0202945,11.4492226,-0.2811914,1.3128493
85,-12,-7.739781771150471,21.900632087536476,-12.6336088,-0.0019008,7.4380164,0.0914012,-0.6081879,4.0000000,-0.9513056,1.0192703,11.1615877,-0.2650701,1.4348875
86,-12,-7.732325131150471,21.900632087536476,-12.6343126,-0.0011570,9.9173555,0.0875120,-0.6238301,4.0000000,-1.0088402,1.0182953,10.8799143,-0.2388201,1.5238452
87,-12,-7.724868491150471,21.900632087536476,-12.6349487,-0.0004959,12.3966942,0.0796724,-0.6328602,4.0000000,-1.0607542,1.0173861,10.6095333,-0.2049663,1.5864960
88,-12,-7.717411851150471,21.900632087536476,-12.6355152,0.0001653,14.8760328,0.0680061,-0.6378185,4.0000000,-1.1103150,1.0165464,10.3533525,-0.1653219,1.6354402
89,-12,-7.709955211150471,21.900632087536476,-12.6360111,0.0007438,17.3553715,0.0545788,-0.6361632,4.0000000,-1.1480604,1.0157841,10.1144190,-0.1242660,1.6514130
90,-12,-7.702498571150471,21.900632087536476,-12.6364365,0.0012397,19.8347111,0.0392785,-0.6285522,4.0000000,-1.1737956,1.0151055,9.8973179,-0.0833087,1.6389019
91,-12,-7.695041931150471,21.900632087536476,-12.6367903,0.0017355,22.3140488,0.0196977,-0.6142543,4.0000000,-1.1850755,1.0145133,9.7037258,-0.0434330,1.6005000
92,-12,-7.687585291150471,21.900632087536476,-12.6370745,0.0020661,23.9669418,-0.0014906,-0.5949439,4.0000000,-1.1810865,1.0139995,9.5335817,-0.0088014,1.5415745
93,-12,-7.680128651150471,21.900632087536476,-12.6372900,0.0023967,25.6198349,-0.0229349,-0.5694484,4.0000000,-1.1576092,1.0135689,9.3874779,0.0187124,1.4560170
94,-12,-7.672672011150471,21.900632087536476,-12.6374397,0.0025620,26.4462814,-0.0434887,-0.5401198,4.0000000,-1.1179984,1.0132205,9.2665892,0.0377587,1.3565716
95,-12,-7.665215371150471,21.900632087536476,-12.6375256,0.0027273,27.2727280,-0.0657116,-0.5062184,4.0000000,-1.0640323,1.0129377,9.1689844,0.0515956,1.2484761
96,-12,-7.657758731150471,21.900632087536476,-12.6375504,0.0027273,27.2727280,-0.0854519,-0.4656676,5.0000000,-0.9894929,1.0127145,9.0910492,0.0581577,1.1184198
97,-12,-7.650302091150471,21.900632087536476,-12.6375170,0.0027273,27.2727280,-0.1030544,-0.4219884,4.0000000,-0.9042341,1.0125432,9.0297728,0.0602572,0.9869909
98,-12,-7.836718091150471,21.893175447536478,-12.6214743,-0.0033058,7.4380164,-0.0379822,0.0640927,4.0000000,0.0431625,1.0278560,13.3833628,0.0850229,0.1028382
99,-12,-7.829261451150471,21.893175447536478,-12.6226320,-0.0022314,10.7438021,-0.0222681,-0.0137738,4.0000000,-0.0688126,1.0279876,13.4135847,0.0412649,0.0507924
100,-12,-7.821804811150471,21.893175447536478,-12.6237965,-0.0011570,14.8760328,-0.0044724,-0.0883760,4.0000000,-0.1700859,1.0279181,13.3956642,-0.0066661,0.0467033
101,-12,-7.814348171150471,21.893175447536478,-12.6249590,-0.0000826,19.8347111,0.0155174,-0.1618467,4.0000000,-0.2646380,1.0276529,13.3340054,-0.0590555,0.0864424
102,-12,-7.806891531150471,21.893175447536478,-12.6261110,0.0009917,25.6198349,0.0369125,-0.2319157,4.0000000,-0.3513824,1.0272146,13.2296228,-0.1124489,0.1642286
103,-12,-7.799434891150471,21.893175447536478,-12.6272449,0.0019835,31.4049587,0.0587657,-0.2978811,4.0000000,-0.4320097,1.0266194,13.0846968,-0.1637525,0.2734178
104,-12,-7.791978251150471,21.893175447536478,-12.6283541,0.0029752,38.0165291,0.0794271,-0.3580990,4.0000000,-0.5061675,1.0258857,12.9076195,-0.2100305,0.4047224
105,-12,-7.784521611150471,21.893175447536478,-12.6294298,0.0041322,45.4545441,0.1005938,-0.4155726,4.0000000,-0.5783889,1.0250436,12.6999798,-0.2527564,0.5559598
106,-12,-7.777064971150471,21.893175447536478,-12.6304665,-0.0048760,1.6528926,0.1199748,-0.4676971,4.0000000,-0.6479546,1.0241179,12.4651041,-0.2874397,0.7169252
107,-12,-7.769608331150471,21.893175447536478,-12.6314592,-0.0038843,3.3057852,0.1371600,-0.5149126,4.0000000,-0.7150406,1.0231258,12.2107754,-0.3147846,0.8829642
108,-12,-7.762151691150471,21.893175447536478,-12.6324005,-0.0030579,4.9586778,0.1521791,-0.5553166,4.0000000,-0.7780260,1.0220909,11.9390945,-0.3326072,1.0384589
109,-12,-7.754695051150471,21.893175447536478,-12.6332865,-0.0021488,7.4380164,0.1644101,-0.5906671,4.0000000,-0.8409507,1.0210538,11.6590405,-0.3403835,1.1870897
110,-12,-7.747238411150471,21.893175447536478,-12.6341143,-0.0013223,9.9173555,0.1721664,-0.6199862,4.0000000,-0.9022619,1.0200262,11.3760862,-0.3377104,1.3226335
111,-12,-7.739781771150471,21.893175447536478,-12.6348782,-0.0004959,13.2231407,0.1756123,-0.6441641,4.0000000,-0.9638026,1.0190233,11.0913935,-0.3245256,1.4453664
112,-12,-7.732325131150471,21.893175447536478,-12.6355762,0.0002479,16.5289249,0.1745609,-0.6601177,4.0000000,-1.0189230,1.0180750,10.8143730,-0.3013124,1.5347428
113,-12,-7.724868491150471,21.893175447536478,-12.6362066,0.0009091,19.8347111,0.1695805,-0.6706232,4.0000000,-1.0701469,1.0171853,10.5486088,-0.2710994,1.6026537
114,-12,-7.717411851150471,21.893175447536478,-12.6367674,0.0015702,23.1404953,0.1613789,-0.6768318,4.0000000,-1.1179883,1.0163641,10.2965336,-0.2356754,1.6530639
115,-12,-7.709955211150471,21.893175447536478,-12.6372576,0.0021488,26.4462814,0.1490356,-0.6752225,4.0000000,-1.1532168,1.0156186,10.0622826,-0.1972280,1.6665114
116,-12,-7.702498571150471,21.893175447536478,-12.6376753,0.0025620,28.9256191,0.1323207,-0.6676112,4.0000000,-1.1781805,1.0149602,9.8516607,-0.1570420,1.6547854
117,-12,-7.695041931150471,21.893175447536478,-12.6380234,0.0029752,31.4049587,0.1108184,-0.6537740,4.0000000,-1.1897975,1.0143927,9.6646366,-0.1177506,1.6186645
118,-12,-7.687585291150471,21.893175447536478,-12.6383009,0.0032231,33.0578499,0.0880665,-0.6349195,4.0000000,-1.1860484,1.0139081,9.5017481,-0.0837905,1.5594058
119,-12,-7.680128651150471,21.893175447536478,-12.6385088,0.0034711,34.7107430,0.0618521,-0.6077086,4.0000000,-1.1609206,1.0135093,9.3665428,-0.0544967,1.4668006
120,-12,-7.672672011150471,21.893175447536478,-12.6386509,0.0035537,35.5371895,0.0350742,-0.5766423,4.0000000,-1.1212317,1.0131894,9.2566662,-0.0320531,1.3629019
121,-12,-7.665215371150471,21.893175447536478,-12.6387281,0.0036364,36.3636360,0.0080211,-0.5417283,4.0000000,-1.0676979,1.0129374,9.1692476,-0.0157587,1.2502182
122,-12,-7.657758731150471,21.893175447536478,-12.6387444,0.0036364,36.3636360,-0.0170247,-0.5001571,5.0000000,-0.9940038,1.0127485,9.1031122,-0.0063103,1.1151721
123,-12,-7.650302091150471,21.893175447536478,-12.6387024,0.0036364,36.3636360,-0.0417781,-0.4544825,4.0000000,-0.9101341,1.0126135,9.0555754,0.0011692,0.9787037
124,-12,-7.642845451150471,21.893175447536478,-12.6386070,0.0035537,35.5371895,-0.0635314,-0.4073417,4.0000000,-0.8206025,1.0125194,9.0221424,0.0059192,0.8489899
125,-12,-7.844174731150471,21.885718807536477,-12.6216803,-0.0030579,8.2644625,-0.0747968,0.0894834,4.0000000,0.1018782,1.0272602,13.2424154,0.0770886,0.2025889
126,-12,-7.836718091150471,21.885718807536477,-12.6228199,-0.0019835,11.5702477,-0.0527454,0.0146467,4.0000000,-0.0121464,1.0275486,13.3098850,0.0414398,0.1184936
127,-12,-7.829261451150471,21.885718807536477,-12.6239729,-0.0009917,15.7024794,-0.0273219,-0.0600812,4.0000000,-0.1189999,1.0276345,13.3297291,-0.0011626,0.0779437
128,-12,-7.821804811150471,21.885718807536477,-12.6251316,0.0000826,20.6611576,-0.0005516,-0.1313335,4.0000000,-0.2150948,1.0275302,13.3049545,-0.0475722,0.0809077
129,-12,-7.814348171150471,21.885718807536477,-12.6262875,0.0011570,26.4462814,0.0288293,-0.2030773,4.0000000,-0.3067915,1.0272464,13.2371082,-0.0993631,0.1247304
130,-12,-7.806891531150471,21.885718807536477,-12.6274328,0.0022314,33.0578499,0.0587183,-0.2705174,4.0000000,-0.3891549,1.0267961,13.1274080,-0.1518798,0.2027009
131,-12,-7.799434891150471,21.885718807536477,-12.6285601,0.0032231,39.6694221,0.0889201,-0.3347739,4.0000000,-0.4663177,1.0261900,12.9817038,-0.2032300,0.3104701
132,-12,-7.791978251150471,21.885718807536477,-12.6296606,0.0042975,47.1074371,0.1189281,-0.3951481,4.0000000,-0.5386431,1.0254607,12.8035145,-0.2516531,0.4408208
133,-12,-7.784521611150471,21.885718807536477,-12.6307297,-0.0045455,2.4793389,0.1478133,-0.4513924,4.0000000,-0.6072075,1.0246290,12.5941696,-0.2955774,0.5882493
134,-12,-7.777064971150471,21.885718807536477,-12.6317596,-0.0035537,4.1322312,0.1742010,-0.5020365,4.0000000,-0.6726926,1.0237057,12.3605337,-0.3313803,0.7429915
135,-12,-7.769608331150471,21.885718807536477,-12.6327438,-0.0025620,6.6115704,0.1988674,-0.5489479,4.0000000,-0.7361376,1.0227246,12.1067801,-0.3617582,0.9046562
136,-12,-7.762151691150471,21.885718807536477,-12.6336794,-0.0017355,9.0909090,0.2198845,-0.5897026,4.0000000,-0.7973830,1.0217099,11.8374605,-0.3820222,1.0603833
137,-12,-7.754695051150471,21.885718807536477,-12.6345587,-0.0008264,12.3966942,0.2360993,-0.6244765,4.0000000,-0.8566815,1.0206894,11.5594530,-0.3922715,1.2072105
138,-12,-7.747238411150471,21.885718807536477,-12.6353798,0.0000000,15.7024794,0.2509242,-0.6553253,4.0000000,-0.9164232,1.0196781,11.2785797,-0.3942274,1.3442888
139,-12,-7.739781771150471,21.885718807536477,-12.6361380,0.0008264,19.8347111,0.2612661,-0.6805650,4.0000000,-0.9752765,1.0186942,10.9964085,-0.3858535,1.4653313
140,-12,-7.732325131150471,21.885718807536477,-12.6368313,0.0015702,23.9669418,0.2667685,-0.6982959,4.0000000,-1.0276694,1.0177617,10.7210913,-0.3689223,1.5559055
141,-12,-7.724868491150471,21.885718807536477,-12.6374559,0.0022314,28.0991745,0.2671325,-0.7107729,4.0000000,-1.0780535,1.0168860,10.4580297,-0.3434924,1.6277299
142,-12,-7.717411851150471,21.885718807536477,-12.6380110,0.0028926,32.2314034,0.2612919,-0.7170572,4.0000000,-1.1225270,1.0160828,10.2092934,-0.3115875,1.6755428
143,-12,-7.709955211150471,21.885718807536477,-12.6384954,0.0033884,35.5371895,0.2498179,-0.7164137,4.0000000,-1.1574272,1.0153606,9.9807549,-0.2754002,1.6927361
144,-12,-7.702498571150471,21.885718807536477,-12.6389084,0.0037190,38.0165291,0.2329372,-0.7099947,4.0000000,-1.1828551,1.0147307,9.7754431,-0.2371342,1.6862241
145,-12,-7.695041931150471,21.885718807536477,-12.6392508,0.0040496,40.4958687,0.2114903,-0.6968710,4.0000000,-1.1935853,1.0141873,9.5955133,-0.2001568,1.6495343
146,-12,-7.687585291150471,21.885718807536477,-12.6395216,0.0042149,42.1487617,0.1840982,-0.6753641,4.0000000,-1.1861730,1.0137299,9.4424734,-0.1645553,1.5782728
147,-12,-7.680128651150471,21.885718807536477,-12.6397238,0.0043802,43.8016510,0.1554634,-0.6485770,4.0000000,-1.1617723,1.0133643,9.3170261,-0.1353818,1.4843208
