OID_,Clips_Alternate_DEM_Large_S5_15_RegR,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1
19,,-4.272444171150472,19.313178007536479,-13.1722565,-0.0033884,27.2727280,-0.9640134,-0.9451987,4.0000000,-0.1551003,1.1377742,28.5076389,-1.7352971
20,,-4.264987531150472,19.313178007536479,-13.1688604,0.0033884,45.4545441,-1.1034737,-0.8689620,4.0000000,0.0214314,1.1450632,29.1737061,-1.7593554
21,,-4.257530891150472,19.313178007536479,-13.1653175,-0.0000826,36.3636360,-1.2209328,-0.7811524,4.0000000,0.1914141,1.1520553,29.7921085,-1.7537187
22,,-4.332097291150472,19.305721367536478,-13.1960192,0.0002479,33.8842964,0.5752586,-1.2910485,4.0000000,-1.7860717,1.0804164,22.2594128,-0.7960255
23,,-4.324640651150472,19.305721367536478,-13.1939077,-0.0019008,27.2727280,0.5535074,-1.3006518,4.0000000,-1.6339667,1.0868815,23.0788250,-0.9673368
24,,-4.317184011150472,19.305721367536478,-13.1916409,-0.0042149,21.4876041,0.4782470,-1.3000735,5.0000000,-1.4685211,1.0936576,23.8992329,-1.1316258
25,,-4.309727371150472,19.305721367536478,-13.1892128,0.0033058,44.6280975,0.3575831,-1.2888112,4.0000000,-1.2923694,1.1007667,24.7218857,-1.2852529
26,,-4.302270731150472,19.305721367536478,-13.1866198,0.0008264,36.3636360,0.2060836,-1.2659185,4.0000000,-1.1097513,1.1081587,25.5401802,-1.4220856
27,,-4.294814091150472,19.305721367536478,-13.1838608,-0.0019835,28.9256191,0.0281795,-1.2313337,4.0000000,-0.9220265,1.1157776,26.3493233,-1.5406411
28,,-4.287357451150472,19.305721367536478,-13.1809359,-0.0048760,22.3140488,-0.1649992,-1.1852553,4.0000000,-0.7333269,1.1236010,27.1445808,-1.6371835
29,,-4.279900811150472,19.305721367536478,-13.1778440,0.0020661,42.1487617,-0.3605652,-1.1273496,4.0000000,-0.5444927,1.1315277,27.9188652,-1.7102065
30,,-4.272444171150472,19.305721367536478,-13.1745892,-0.0012397,33.0578499,-0.5495311,-1.0568798,4.0000000,-0.3586133,1.1394506,28.6644287,-1.7551461
31,,-4.264987531150472,19.305721367536478,-13.1711760,-0.0045455,25.6198349,-0.7236879,-0.9729764,4.0000000,-0.1758565,1.1472640,29.3709888,-1.7700963
32,,-4.257530891150472,19.305721367536478,-13.1676102,0.0019835,42.1487617,-0.8734049,-0.8800972,4.0000000,-0.0004294,1.1547780,30.0282612,-1.7597649
33,,-4.250074251150473,19.305721367536478,-13.1639013,-0.0016529,33.0578499,-0.9952138,-0.7773631,4.0000000,0.1672226,1.1618922,30.6322956,-1.7219487
34,,-4.339553931150472,19.298264727536477,-13.2002029,-0.0057025,13.2231407,1.1409616,-1.4548312,4.0000000,-2.1295524,1.0717506,21.0948143,-0.7801101
35,,-4.332097291150472,19.298264727536477,-13.1982794,0.0023967,42.1487617,1.1748164,-1.4683332,4.0000000,-1.9964764,1.0781094,21.9560528,-0.9401901
36,,-4.324640651150472,19.298264727536477,-13.1961985,0.0003306,34.7107430,1.1441956,-1.4698840,4.0000000,-1.8460025,1.0848360,22.8214359,-1.0937656
37,,-4.317184011150472,19.298264727536477,-13.1939554,-0.0019008,28.0991745,1.0587686,-1.4616172,5.0000000,-1.6828293,1.0919141,23.6905651,-1.2404051
38,,-4.309727371150472,19.298264727536477,-13.1915464,-0.0043802,22.3140488,0.9251882,-1.4421066,4.0000000,-1.5086303,1.0993651,24.5616989,-1.3755828
39,,-4.302270731150472,19.298264727536477,-13.1889668,0.0030579,43.8016510,0.7540298,-1.4110658,4.0000000,-1.3262562,1.1071436,25.4291153,-1.4958754
40,,-4.294814091150472,19.298264727536477,-13.1862164,0.0002479,35.5371895,0.5511414,-1.3678505,4.0000000,-1.1375061,1.1151844,26.2873402,-1.5981951
41,,-4.287357451150472,19.298264727536477,-13.1832943,-0.0026446,28.0991745,0.3300711,-1.3131168,4.0000000,-0.9457096,1.1234612,27.1312675,-1.6805240
42,,-4.279900811150472,19.298264727536477,-13.1802006,-0.0056198,21.4876041,0.1058390,-1.2478361,4.0000000,-0.7547066,1.1318657,27.9510498,-1.7409656
43,,-4.272444171150472,19.298264727536477,-13.1769400,0.0010744,39.6694221,-0.1137738,-1.1708279,4.0000000,-0.5660467,1.1402936,28.7416077,-1.7756090
44,,-4.264987531150472,19.298264727536477,-13.1735153,-0.0023140,31.4049587,-0.3199748,-1.0818464,4.0000000,-0.3793041,1.1486248,29.4931011,-1.7843887
45,,-4.257530891150472,19.298264727536477,-13.1699333,0.0042149,47.9338837,-0.5038875,-0.9827896,4.0000000,-0.1983492,1.1566874,30.1928959,-1.7672299
46,,-4.250074251150473,19.298264727536477,-13.1662035,0.0005785,38.8429756,-0.6596551,-0.8760149,4.0000000,-0.0250362,1.1643597,30.8367939,-1.7269934
47,,-4.242617611150473,19.298264727536477,-13.1623344,-0.0032231,29.7520657,-0.7803635,-0.7603374,4.0000000,0.1402761,1.1714786,31.4172230,-1.6609510
48,,-4.347010571150472,19.290808087536480,-13.2041121,-0.0018182,23.9669418,1.6535743,-1.6084561,4.0000000,-2.4313483,1.0624977,19.7566586,-0.7855639
49,,-4.339553931150472,19.290808087536480,-13.2023840,-0.0035537,19.0082645,1.7564098,-1.6293304,4.0000000,-2.3264928,1.0686226,20.6523380,-0.9321680
50,,-4.332097291150472,19.290808087536480,-13.2004995,-0.0054545,14.8760328,1.7824372,-1.6362644,4.0000000,-2.1984417,1.0751445,21.5576649,-1.0740873
51,,-4.324640651150472,19.290808087536480,-13.1984529,0.0024793,42.1487617,1.7424129,-1.6317728,4.0000000,-2.0522947,1.0820850,22.4705505,-1.2112508
52,,-4.317184011150472,19.290808087536480,-13.1962385,0.0003306,34.7107430,1.6449592,-1.6171285,5.0000000,-1.8932319,1.0894351,23.3889542,-1.3410250
53,,-4.309727371150472,19.290808087536480,-13.1938524,-0.0020661,28.0991745,1.4934189,-1.5894049,4.0000000,-1.7206502,1.0971879,24.3105240,-1.4581596
54,,-4.302270731150472,19.290808087536480,-13.1912918,-0.0046281,22.3140488,1.2961987,-1.5495495,4.0000000,-1.5381069,1.1053137,25.2281895,-1.5609919
55,,-4.294814091150472,19.290808087536480,-13.1885557,0.0025620,42.9752083,1.0712103,-1.4997281,4.0000000,-1.3505973,1.1137671,26.1370697,-1.6488589
56,,-4.287357451150472,19.290808087536480,-13.1856422,-0.0003306,34.7107430,0.8283501,-1.4392077,4.0000000,-1.1586598,1.1224763,27.0317307,-1.7197555
57,,-4.279900811150472,19.290808087536480,-13.1825542,-0.0033058,27.2727280,0.5763568,-1.3671172,4.0000000,-0.9650247,1.1313329,27.9007874,-1.7692096
58,,-4.272444171150472,19.290808087536480,-13.1792936,0.0034711,47.1074371,0.3272653,-1.2841067,4.0000000,-0.7732929,1.1402637,28.7384148,-1.7949206
59,,-4.264987531150472,19.290808087536480,-13.1758642,0.0000000,38.0165291,0.0927356,-1.1913991,4.0000000,-0.5837173,1.1491102,29.5353203,-1.7990808
60,,-4.257530891150472,19.290808087536480,-13.1722746,-0.0034711,29.7520657,-0.1196462,-1.0896772,4.0000000,-0.3999812,1.1577175,30.2807293,-1.7793734
61,,-4.250074251150473,19.290808087536480,-13.1685305,0.0028926,44.6280975,-0.3062138,-0.9797295,4.0000000,-0.2226055,1.1659551,30.9691200,-1.7368536
62,,-4.242617611150473,19.290808087536480,-13.1646423,-0.0009091,35.5371895,-0.4604972,-0.8618784,4.0000000,-0.0514491,1.1736445,31.5905018,-1.6723077
63,,-4.376837131150472,19.283351447536479,-13.2114401,-0.0046281,4.9586778,1.0599608,-1.5436869,4.0000000,-2.6670880,1.0383561,15.6161680,-0.4202858
64,,-4.369380491150472,19.283351447536479,-13.2103300,-0.0057025,3.3057852,1.4693114,-1.6261326,4.0000000,-2.7082601,1.0428467,16.4779186,-0.5440052
65,,-4.361923851150472,19.283351447536479,-13.2090912,0.0029752,43.8016510,1.8086877,-1.6912562,4.0000000,-2.7101758,1.0477347,17.3602467,-0.6723366
66,,-4.354467211150472,19.283351447536479,-13.2077131,0.0015702,37.1900826,2.0715446,-1.7402292,4.0000000,-2.6760607,1.0530378,18.2620296,-0.8043980
67,,-4.347010571150472,19.283351447536479,-13.2061872,0.0000826,31.4049587,2.2491808,-1.7716583,4.0000000,-2.6065836,1.0587670,19.1817951,-0.9367331
68,,-4.339553931150472,19.283351447536479,-13.2045069,-0.0014876,25.6198349,2.3452282,-1.7880406,4.0000000,-2.5092387,1.0649501,20.1169720,-1.0668426
69,,-4.332097291150472,19.283351447536479,-13.2026644,-0.0033058,20.6611576,2.3659151,-1.7910259,4.0000000,-2.3887825,1.0715857,21.0660286,-1.1932693
70,,-4.324640651150472,19.283351447536479,-13.2006550,-0.0053719,15.7024794,2.3166494,-1.7816513,5.0000000,-2.2485707,1.0786896,22.0275631,-1.3147317
71,,-4.317184011150472,19.283351447536479,-13.1984730,0.0024793,42.1487617,2.2046735,-1.7605674,5.0000000,-2.0929914,1.0862687,22.9953861,-1.4281436
72,,-4.309727371150472,19.283351447536479,-13.1961155,0.0001653,34.7107430,2.0406148,-1.7275162,4.0000000,-1.9243761,1.0942880,23.9687805,-1.5306561
73,,-4.302270731150472,19.283351447536479,-13.1935797,-0.0023967,28.0991745,1.8276047,-1.6825361,4.0000000,-1.7450502,1.1027173,24.9389915,-1.6200221
74,,-4.294814091150472,19.283351447536479,-13.1908636,-0.0052066,21.4876041,1.5852575,-1.6275623,4.0000000,-1.5593137,1.1115373,25.8998165,-1.6958109
75,,-4.287357451150472,19.283351447536479,-13.1879663,0.0019008,41.3223152,1.3229430,-1.5618796,4.0000000,-1.3680770,1.1206547,26.8471241,-1.7556821
76,,-4.279900811150472,19.283351447536479,-13.1848898,-0.0011570,33.0578499,1.0480996,-1.4852175,4.0000000,-1.1743528,1.1299531,27.7672749,-1.7960821
77,,-4.272444171150472,19.283351447536479,-13.1816368,-0.0042975,25.6198349,0.7724583,-1.3976949,4.0000000,-0.9802580,1.1393570,28.6543941,-1.8151318
78,,-4.264987531150472,19.283351447536479,-13.1782112,0.0023140,44.6280975,0.5115060,-1.3023604,4.0000000,-0.7890907,1.1487066,29.4993801,-1.8156302
79,,-4.257530891150472,19.283351447536479,-13.1746187,-0.0012397,35.5371895,0.2677222,-1.1970904,4.0000000,-0.6013393,1.1578572,30.2920609,-1.7928414
80,,-4.250074251150473,19.283351447536479,-13.1708679,-0.0048760,27.2727280,0.0518132,-1.0854585,4.0000000,-0.4195599,1.1666522,31.0263863,-1.7513572
81,,-4.242617611150473,19.283351447536479,-13.1669693,0.0013223,41.3223152,-0.1333235,-0.9668104,4.0000000,-0.2437817,1.1749160,31.6911640,-1.6898391
82,,-4.235160971150473,19.283351447536479,-13.1629324,-0.0026446,32.2314034,-0.2870768,-0.8446096,4.0000000,-0.0765656,1.1825011,32.2827644,-1.6126536
83,,-4.384293771150472,19.275894807536478,-13.2141237,-0.0019008,12.3966942,1.1166410,-1.5808959,4.0000000,-2.6510348,1.0308322,14.0365486,-0.5107571
84,,-4.376837131150472,19.275894807536478,-13.2132025,-0.0028926,9.9173555,1.5932733,-1.6844612,4.0000000,-2.7579892,1.0347346,14.8777075,-0.6109332
85,,-4.369380491150472,19.275894807536478,-13.2121582,-0.0039669,7.4380164,2.0096531,-1.7692964,4.0000000,-2.8213348,1.0390365,15.7474442,-0.7172579
86,,-4.361923851150472,19.275894807536478,-13.2109814,-0.0052066,4.9586778,2.3545303,-1.8357918,4.0000000,-2.8416538,1.0437789,16.6467724,-0.8299298
87,,-4.354467211150472,19.275894807536478,-13.2096605,0.0034711,46.2809906,2.6185002,-1.8846041,4.0000000,-2.8223085,1.0489930,17.5746479,-0.9468996
88,,-4.347010571150472,19.275894807536478,-13.2081881,0.0019835,39.6694221,2.7919295,-1.9143133,4.0000000,-2.7647226,1.0546824,18.5279579,-1.0639040
89,,-4.339553931150472,19.275894807536478,-13.2065563,0.0004132,33.0578499,2.8820565,-1.9280173,4.0000000,-2.6756310,1.0608697,19.5023670,-1.1804036
90,,-4.332097291150472,19.275894807536478,-13.2047586,-0.0013223,27.2727280,2.8925691,-1.9272949,4.0000000,-2.5621166,1.0675712,20.4953594,-1.2924732
91,,-4.324640651150472,19.275894807536478,-13.2027903,-0.0032231,21.4876041,2.8324907,-1.9138941,5.0000000,-2.4287512,1.0747864,21.5027580,-1.3990370
92,,-4.317184011150472,19.275894807536478,-13.2006464,-0.0053719,16.5289249,2.7129230,-1.8893747,4.0000000,-2.2791271,1.0825233,22.5207062,-1.4996225
93,,-4.309727371150472,19.275894807536478,-13.1983223,0.0023967,42.1487617,2.5366735,-1.8523103,4.0000000,-2.1149635,1.0907624,23.5451584,-1.5896571
94,,-4.302270731150472,19.275894807536478,-13.1958160,-0.0000826,34.7107430,2.3181546,-1.8047044,4.0000000,-1.9402751,1.0994473,24.5660133,-1.6691337
95,,-4.294814091150472,19.275894807536478,-13.1931267,-0.0028926,27.2727280,2.0653207,-1.7464657,4.0000000,-1.7573007,1.1085564,25.5790558,-1.7356305
96,,-4.287357451150472,19.275894807536478,-13.1902523,-0.0057025,20.6611576,1.7886075,-1.6777159,4.0000000,-1.5689172,1.1180266,26.5776882,-1.7865148
97,,-4.279900811150472,19.275894807536478,-13.1871948,0.0012397,39.6694221,1.4979401,-1.5984452,4.0000000,-1.3767052,1.1277322,27.5489120,-1.8201851
98,,-4.272444171150472,19.275894807536478,-13.1839561,-0.0019835,31.4049587,1.2061371,-1.5093333,4.0000000,-1.1823558,1.1375757,28.4888039,-1.8363106
99,,-4.264987531150472,19.275894807536478,-13.1805401,-0.0052893,23.9669418,0.9206609,-1.4113635,4.0000000,-0.9892952,1.1474056,29.3835697,-1.8334318
100,,-4.257530891150472,19.275894807536478,-13.1769543,0.0011570,42.1487617,0.6553032,-1.3056861,4.0000000,-0.7993990,1.1570916,30.2258530,-1.8119733
101,,-4.250074251150473,19.275894807536478,-13.1732044,-0.0024793,33.0578499,0.4150234,-1.1935728,4.0000000,-0.6145179,1.1664584,31.0090275,-1.7726276
102,,-4.242617611150473,19.275894807536478,-13.1693001,0.0036364,47.1074371,0.2010372,-1.0744928,4.0000000,-0.4348530,1.1753041,31.7225323,-1.7141327
103,,-4.235160971150473,19.275894807536478,-13.1652536,-0.0003306,38.0165291,0.0175084,-0.9531357,4.0000000,-0.2628059,1.1835164,32.3604851,-1.6434654
104,,-4.227704331150473,19.275894807536478,-13.1610756,-0.0044628,28.9256191,-0.1349716,-0.8305810,4.0000000,-0.1000276,1.1909169,32.9188080,-1.5611345
105,,-4.391750411150472,19.268438167536477,-13.2164726,0.0007438,23.9669418,1.0495212,-1.5652703,4.0000000,-2.5181909,1.0241313,12.4431601,-0.6123497
106,,-4.384293771150472,19.268438167536477,-13.2157326,-0.0001653,19.8347111,1.5795095,-1.6922702,4.0000000,-2.6969483,1.0273823,13.2399359,-0.6875919
107,,-4.376837131150472,19.268438167536477,-13.2148790,-0.0010744,16.5289249,2.0605643,-1.7988627,4.0000000,-2.8288507,1.0310353,14.0775118,-0.7688746
108,,-4.369380491150472,19.268438167536477,-13.2138996,-0.0021488,13.2231407,2.4771914,-1.8855946,4.0000000,-2.9128058,1.0351229,14.9534616,-0.8583834
109,,-4.361923851150472,19.268438167536477,-13.2127838,-0.0033884,9.9173555,2.8248031,-1.9543694,4.0000000,-2.9513161,1.0396842,15.8682470,-0.9574227
110,,-4.354467211150472,19.268438167536477,-13.2115211,-0.0046281,7.4380164,3.0830259,-2.0029809,4.0000000,-2.9457619,1.0447624,16.8223629,-1.0601999
111,,-4.347010571150472,19.268438167536477,-13.2101030,-0.0061157,4.9586778,3.2540574,-2.0326054,4.0000000,-2.8997700,1.0503715,17.8069420,-1.1654407
112,,-4.339553931150472,19.268438167536477,-13.2085218,0.0023140,40.4958687,3.3402860,-2.0457275,4.0000000,-2.8214576,1.0565195,18.8195362,-1.2699972
113,,-4.332097291150472,19.268438167536477,-13.2067728,0.0005785,33.8842964,3.3472676,-2.0440292,4.0000000,-2.7172744,1.0632306,19.8550911,-1.3707840
114,,-4.324640651150472,19.268438167536477,-13.2048483,-0.0012397,27.2727280,3.2815092,-2.0284708,5.0000000,-2.5912559,1.0704966,20.9071007,-1.4656855
115,,-4.317184011150472,19.268438167536477,-13.2027454,-0.0033884,21.4876041,3.1626599,-2.0033996,4.0000000,-2.4492359,1.0783182,21.9729767,-1.5575634
116,,-4.309727371150472,19.268438167536477,-13.2004604,-0.0056198,16.5289249,2.9814928,-1.9645056,4.0000000,-2.2899787,1.0867108,23.0465660,-1.6390322
117,,-4.302270731150472,19.268438167536477,-13.1979895,0.0019835,41.3223152,2.7579179,-1.9147966,4.0000000,-2.1199744,1.0956013,24.1178646,-1.7096188
118,,-4.294814091150472,19.268438167536477,-13.1953316,-0.0007438,33.0578499,2.4973629,-1.8547055,4.0000000,-1.9417092,1.1049396,25.1806908,-1.7677016
119,,-4.287357451150472,19.268438167536477,-13.1924868,-0.0035537,25.6198349,2.2124245,-1.7850847,4.0000000,-1.7572058,1.1146934,26.2303772,-1.8129635
120,,-4.279900811150472,19.268438167536477,-13.1894541,0.0034711,47.1074371,1.9127299,-1.7050544,4.0000000,-1.5668625,1.1247458,27.2543316,-1.8432462
121,,-4.272444171150472,19.268438167536477,-13.1862373,0.0001653,38.0165291,1.6128569,-1.6161768,4.0000000,-1.3743137,1.1349891,28.2442875,-1.8580399
122,,-4.264987531150472,19.268438167536477,-13.1828394,-0.0030579,29.7520657,1.3161263,-1.5182848,4.0000000,-1.1819060,1.1452676,29.1905231,-1.8546636
123,,-4.257530891150472,19.268438167536477,-13.1792669,0.0034711,47.9338837,1.0329909,-1.4122045,4.0000000,-0.9909014,1.1554433,30.0846004,-1.8335077
124,,-4.250074251150473,19.268438167536477,-13.1755247,-0.0001653,38.8429756,0.7733672,-1.3010069,4.0000000,-0.8040258,1.1653578,30.9175491,-1.7979879
125,,-4.242617611150473,19.268438167536477,-13.1716242,-0.0040496,29.7520657,0.5395969,-1.1848722,4.0000000,-0.6225445,1.1747998,31.6809635,-1.7471999
126,,-4.235160971150473,19.268438167536477,-13.1675739,0.0019835,43.8016510,0.3311740,-1.0648807,4.0000000,-0.4465765,1.1836356,32.3694305,-1.6831850
127,,-4.227704331150473,19.268438167536477,-13.1633863,-0.0020661,34.7107430,0.1500952,-0.9427824,4.0000000,-0.2786982,1.1916962,32.9769402,-1.6068666
128,,-4.399207051150472,19.260981527536480,-13.2184925,0.0029752,37.1900826,0.8726473,-1.4945253,4.0000000,-2.2672501,1.0184453,10.8965588,-0.7218007
129,,-4.391750411150472,19.260981527536480,-13.2179222,0.0022314,33.0578499,1.4235405,-1.6425506,4.0000000,-2.5159132,1.0210418,11.6289968,-0.7691879
130,,-4.384293771150472,19.260981527536480,-13.2172499,0.0014050,28.0991745,1.9538114,-1.7738484,4.0000000,-2.7233706,1.0240088,12.4087811,-0.8243265
131,,-4.376837131150472,19.260981527536480,-13.2164621,0.0005785,23.9669418,2.4345429,-1.8840091,4.0000000,-2.8789351,1.0273982,13.2398691,-0.8890831
132,,-4.369380491150472,19.260981527536480,-13.2155457,-0.0004132,19.8347111,2.8509140,-1.9739244,4.0000000,-2.9826453,1.0312467,14.1197071,-0.9652033
133,,-4.361923851150472,19.260981527536480,-13.2144899,-0.0015702,15.7024794,3.1976049,-2.0452001,4.0000000,-3.0376856,1.0355966,15.0468006,-1.0527145
134,,-4.354467211150472,19.260981527536480,-13.2132854,-0.0028099,12.3966942,3.4557433,-2.0961833,4.0000000,-3.0469058,1.0404943,16.0217323,-1.1454608
135,,-4.347010571150472,19.260981527536480,-13.2119226,-0.0042149,9.0909090,3.6248729,-2.1271305,4.0000000,-3.0128529,1.0459603,17.0335236,-1.2414081
136,,-4.339553931150472,19.260981527536480,-13.2103949,-0.0057851,6.6115704,3.7115369,-2.1415727,4.0000000,-2.9456143,1.0520124,18.0801830,-1.3375310
137,,-4.332097291150472,19.260981527536480,-13.2086954,0.0024793,41.3223152,3.7168489,-2.1398911,5.0000000,-2.8495901,1.0586698,19.1561699,-1.4301924
138,,-4.324640651150472,19.260981527536480,-13.2068186,0.0006612,33.8842964,3.6527147,-2.1244786,5.0000000,-2.7309530,1.0659287,20.2500973,-1.5180042
139,,-4.317184011150472,19.260981527536480,-13.2047615,-0.0014050,27.2727280,3.5341578,-2.0997746,4.0000000,-2.5973029,1.0737886,21.3598728,-1.6022463
140,,-4.309727371150472,19.260981527536480,-13.2025194,-0.0036364,21.4876041,3.3565702,-2.0616531,4.0000000,-2.4454091,1.0822599,22.4823475,-1.6778975
141,,-4.302270731150472,19.260981527536480,-13.2000885,-0.0060331,15.7024794,3.1289260,-2.0107145,4.0000000,-2.2808166,1.0912781,23.6031342,-1.7406127
142,,-4.294814091150472,19.260981527536480,-13.1974688,0.0013223,39.6694221,2.8682849,-1.9505138,4.0000000,-2.1076801,1.1007938,24.7145405,-1.7933476
143,,-4.287357451150472,19.260981527536480,-13.1946583,-0.0014876,31.4049587,2.5863123,-1.8824875,4.0000000,-1.9282787,1.1107763,25.8133278,-1.8366964
144,,-4.279900811150472,19.260981527536480,-13.1916580,-0.0044628,23.9669418,2.2892301,-1.8045541,4.0000000,-1.7433614,1.1211129,26.8884506,-1.8657469
145,,-4.272444171150472,19.260981527536480,-13.1884699,0.0023140,44.6280975,1.9821683,-1.7155418,4.0000000,-1.5522778,1.1316901,27.9296398,-1.8788060
146,,-4.264987531150472,19.260981527536480,-13.1850967,-0.0009917,35.5371895,1.6803577,-1.6190845,4.0000000,-1.3613982,1.1423678,28.9264927,-1.8767707
147,,-4.257530891150472,19.260981527536480,-13.1815434,-0.0043802,27.2727280,1.3927571,-1.5164586,4.0000000,-1.1722424,1.1529875,29.8705082,-1.8606749
148,,-4.250074251150473,19.260981527536480,-13.1778173,0.0019835,44.6280975,1.1214336,-1.4076854,4.0000000,-0.9844358,1.1634080,30.7556477,-1.8309350
149,,-4.242617611150473,19.260981527536480,-13.1739254,-0.0018182,35.5371895,0.8695996,-1.2926331,4.0000000,-0.8006324,1.1734390,31.5709057,-1.7846338
150,,-4.235160971150473,19.260981527536480,-13.1698790,0.0041322,48.7603302,0.6448485,-1.1757604,4.0000000,-0.6227934,1.1828933,32.3105659,-1.7287273
151,,-4.227704331150473,19.260981527536480,-13.1656885,0.0000826,39.6694221,0.4432491,-1.0572883,4.0000000,-0.4521457,1.1916180,32.9700165,-1.6624309
152,,-4.220247691150472,19.260981527536480,-13.1613665,-0.0042149,30.5785122,0.2596156,-0.9379298,4.0000000,-0.2882321,1.1994653,33.5452690,-1.5876275
153,,-4.399207051150472,19.253524887536479,-13.2197838,0.0042975,46.2809906,1.1602910,-1.5403172,4.0000000,-2.2210038,1.0158085,10.0938368,-0.8596306
154,,-4.391750411150472,19.253524887536479,-13.2192793,0.0036364,42.1487617,1.7092342,-1.6926076,4.0000000,-2.4979665,1.0181160,10.7965031,-0.8872489
155,,-4.384293771150472,19.253524887536479,-13.2186718,0.0028926,37.1900826,2.2314563,-1.8269145,4.0000000,-2.7309115,1.0207962,11.5558796,-0.9229175
156,,-4.376837131150472,19.253524887536479,-13.2179470,0.0020661,32.2314034,2.7058430,-1.9408063,4.0000000,-2.9089544,1.0239071,12.3785429,-0.9726581
157,,-4.369380491150472,19.253524887536479,-13.2170916,0.0011570,27.2727280,3.1152456,-2.0332856,4.0000000,-3.0294037,1.0274932,13.2582312,-1.0371674
158,,-4.361923851150472,19.253524887536479,-13.2160959,0.0000826,22.3140488,3.4551103,-2.1071835,4.0000000,-3.0995030,1.0316073,14.1946898,-1.1148641
159,,-4.354467211150472,19.253524887536479,-13.2149487,-0.0010744,18.1818180,3.7087901,-2.1603780,4.0000000,-3.1203649,1.0362984,15.1862450,-1.2003909
160,,-4.347010571150472,19.253524887536479,-13.2136412,-0.0024793,14.0495872,3.8759086,-2.1937983,4.0000000,-3.0972493,1.0415773,16.2246742,-1.2903473
161,,-4.339553931150472,19.253524887536479,-13.2121677,-0.0039669,10.7438021,3.9621012,-2.2102129,4.0000000,-3.0394657,1.0474898,17.3011494,-1.3809602
