OID_,ClipsFinal_DEM_Large_S3_RegR,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
47,,-3.191231371150471,19.044738967536482,-13.0107107,-0.0020661,0.0000000,-0.6938380,-0.5325587,5.0000000,-0.9946387,1.0004344,1.6349651,-0.0704786,2.5270655
48,,-3.183774731150470,19.044738967536482,-13.0106745,-0.0024793,0.0000000,-0.6327763,-0.5020682,4.0000000,-0.3288560,1.0003124,1.3744009,-0.6752804,2.2762609
49,,-3.176318091150470,19.044738967536482,-13.0105829,-0.0029752,0.0000000,-0.5769858,-0.4696666,5.0000000,0.2718686,1.0002841,1.3147688,-1.2112018,2.0377300
50,,-3.452213771150471,19.037282327536481,-12.9784260,0.0033884,37.1900826,-0.4171317,0.0688249,4.0000000,0.7114114,1.0378395,15.5367613,-0.5737616,1.0081894
51,,-3.444757131150471,19.037282327536481,-12.9798717,0.0048760,45.4545441,-0.3076013,0.0468436,4.0000000,0.5915273,1.0387783,15.7236261,-0.4978400,0.7379165
52,,-3.437300491150471,19.037282327536481,-12.9813156,-0.0035537,12.3966942,-0.2111978,0.0290095,4.0000000,0.4719100,1.0395260,15.8702450,-0.4138910,0.5034288
53,,-3.429843851150471,19.037282327536481,-12.9827566,-0.0021488,16.5289249,-0.1318391,0.0097576,4.0000000,0.3479330,1.0400914,15.9815502,-0.3284177,0.3112061
54,,-3.422387211150471,19.037282327536481,-12.9841938,-0.0008264,21.4876041,-0.0718567,-0.0098548,4.0000000,0.2210617,1.0404431,16.0501518,-0.2407712,0.1684895
55,,-3.414930571150471,19.037282327536481,-12.9856234,0.0004959,27.2727280,-0.0333763,-0.0324588,4.0000000,0.0899533,1.0405638,16.0734596,-0.1548709,0.0818710
56,,-3.407473931150471,19.037282327536481,-12.9870443,0.0018182,33.8842964,-0.0166113,-0.0539323,4.0000000,-0.0395863,1.0404570,16.0542183,-0.0682782,0.0523284
57,,-3.400017291150471,19.037282327536481,-12.9884539,0.0032231,41.3223152,-0.0216736,-0.0800480,4.0000000,-0.1731341,1.0401101,15.9873018,0.0130382,0.0836328
58,,-3.392560651150471,19.037282327536481,-12.9898491,0.0047107,49.5867767,-0.0484027,-0.1055075,4.0000000,-0.3050741,1.0395253,15.8738279,0.0940590,0.1731330
59,,-3.385104011150471,19.037282327536481,-12.9912281,-0.0038017,9.0909090,-0.0948677,-0.1320670,4.0000000,-0.4357377,1.0386958,15.7115860,0.1716036,0.3171796
60,,-3.377647371150471,19.037282327536481,-12.9925861,-0.0023967,13.2231407,-0.1590846,-0.1607408,4.0000000,-0.5658865,1.0376463,15.5042562,0.2444049,0.5125211
61,,-3.370190731150471,19.037282327536481,-12.9939222,-0.0010744,18.1818180,-0.2380137,-0.1923780,4.0000000,-0.6948151,1.0363916,15.2493553,0.3100591,0.7540095
62,,-3.362734091150471,19.037282327536481,-12.9952326,0.0000826,23.1404953,-0.3298598,-0.2259159,4.0000000,-0.8218669,1.0349219,14.9472256,0.3700351,1.0361854
63,,-3.355277451150471,19.037282327536481,-12.9965124,0.0011570,28.9256191,-0.4307183,-0.2616669,4.0000000,-0.9469805,1.0332686,14.5988703,0.4236468,1.3509459
64,,-3.347820811150471,19.037282327536481,-12.9977598,0.0023140,35.5371895,-0.5358536,-0.2988353,4.0000000,-1.0673743,1.0314578,14.2040434,0.4697037,1.6854770
65,,-3.340364171150471,19.037282327536481,-12.9989700,0.0035537,43.8016510,-0.6437150,-0.3367065,4.0000000,-1.1830838,1.0295069,13.7665434,0.5096709,2.0340724
66,,-3.332907531150471,19.037282327536481,-13.0001392,-0.0052066,0.8264463,-0.7480621,-0.3755647,4.0000000,-1.2922869,1.0274495,13.2868690,0.5411575,2.3830819
67,,-3.325450891150471,19.037282327536481,-13.0012646,-0.0040496,1.6528926,-0.8460620,-0.4153429,4.0000000,-1.3956807,1.0253053,12.7675018,0.5649949,2.7263978
68,,-3.317994251150471,19.037282327536481,-13.0023413,-0.0029752,3.3057852,-0.9360918,-0.4548137,4.0000000,-1.4920431,1.0231079,12.2101622,0.5824157,3.0559564
69,,-3.310537611150471,19.037282327536481,-13.0033655,-0.0019835,5.7851238,-1.0110885,-0.4925140,4.0000000,-1.5776067,1.0208952,11.6180077,0.5925786,3.3496063
70,,-3.303080971150471,19.037282327536481,-13.0043344,-0.0011570,8.2644625,-1.0737753,-0.5291799,4.0000000,-1.6553503,1.0186939,10.9965487,0.5969905,3.6165698
71,,-3.295624331150471,19.037282327536481,-13.0052443,-0.0003306,11.5702477,-1.1196489,-0.5630318,4.0000000,-1.7228855,1.0165336,10.3487930,0.5968219,3.8385534
72,,-3.288167691150471,19.037282327536481,-13.0060930,0.0004132,14.8760328,-1.1513655,-0.5936667,4.0000000,-1.7804371,1.0144446,9.6773167,0.5931038,4.0186334
73,,-3.280711051150471,19.037282327536481,-13.0068769,0.0012397,19.0082645,-1.1673516,-0.6197097,4.0000000,-1.8267404,1.0124491,8.9881744,0.5873210,4.1458445
74,,-3.273254411150471,19.037282327536481,-13.0075932,0.0020661,23.9669418,-1.1668015,-0.6424193,4.0000000,-1.8634030,1.0105735,8.2868853,0.5785644,4.2248249
75,,-3.265797771150471,19.037282327536481,-13.0082417,0.0028099,28.9256191,-1.1494737,-0.6594935,4.0000000,-1.8870043,1.0088419,7.5792542,0.5680172,4.2424312
76,,-3.258341131150471,19.037282327536481,-13.0088205,0.0034711,34.7107430,-1.1231319,-0.6705313,4.0000000,-1.9002585,1.0072616,6.8684683,0.5591960,4.2122583
77,,-3.250884491150471,19.037282327536481,-13.0093279,0.0040496,40.4958687,-1.0815613,-0.6778329,4.0000000,-1.9030933,1.0058520,6.1642914,0.5474275,4.1345410
78,,-3.243427851150471,19.037282327536481,-13.0097656,0.0046281,46.2809906,-1.0326567,-0.6772166,4.0000000,-1.8911055,1.0046115,5.4685383,0.5366723,4.0023317
79,,-3.235971211150471,19.037282327536481,-13.0101318,-0.0047934,0.0000000,-0.9773886,-0.6736996,4.0000000,-1.8690954,1.0035425,4.7905111,0.5216963,3.8463650
80,,-3.228514571150471,19.037282327536481,-13.0104284,-0.0042149,0.0000000,-0.9167622,-0.6626557,4.0000000,-1.8251594,1.0026487,4.1363440,0.4998481,3.6439147
81,,-3.221057931150471,19.037282327536481,-13.0106564,-0.0035537,0.0000000,-0.8532023,-0.6482156,4.0000000,-1.7560766,1.0019201,3.5142531,0.4596453,3.4236543
82,,-3.213601291150471,19.037282327536481,-13.0108175,-0.0029752,0.0000000,-0.7928870,-0.6250298,4.0000000,-1.6353003,1.0013496,2.9368854,0.3852406,3.1717024
83,,-3.206144651150471,19.037282327536481,-13.0109138,-0.0023967,0.0000000,-0.7320530,-0.6024168,4.0000000,-1.4389421,1.0009236,2.4189022,0.2341086,2.9297552
84,,-3.198688011150471,19.037282327536481,-13.0109482,-0.0019008,0.0000000,-0.6740747,-0.5745694,5.0000000,-1.0941894,1.0006286,1.9837973,-0.0549494,2.6765130
85,,-3.191231371150471,19.037282327536481,-13.0109234,-0.0015702,0.0000000,-0.6182804,-0.5449649,4.0000000,-0.5547789,1.0004505,1.6699097,-0.5351509,2.4286494
86,,-3.183774731150470,19.037282327536481,-13.0108414,-0.0020661,0.0000000,-0.5669301,-0.5097390,5.0000000,0.0434878,1.0003746,1.5204353,-1.0629659,2.1754637
87,,-3.176318091150470,19.037282327536481,-13.0107059,-0.0026446,0.0000000,-0.5181231,-0.4748233,5.0000000,0.3628851,1.0003855,1.5501164,-1.3125318,1.9397485
88,,-3.168861451150471,19.037282327536481,-13.0105209,-0.0033058,0.0000000,-0.4736374,-0.4380639,4.0000000,0.3356567,1.0004683,1.7214497,-1.2117845,1.7167485
89,,-3.161404811150471,19.037282327536481,-13.0102892,-0.0039669,0.0000000,-0.4315183,-0.4014628,4.0000000,0.1692413,1.0006083,1.9759272,-0.9721669,1.5102254
90,,-3.153948171150471,19.037282327536481,-13.0100145,-0.0047107,0.0000000,-0.3938583,-0.3650570,4.0000000,0.0074194,1.0007939,2.2655237,-0.7375334,1.3240680
91,,-3.467127051150471,19.029825687536480,-12.9769421,0.0018182,29.7520657,-0.6496485,-0.0283337,4.0000000,0.7775834,1.0368999,15.3454590,-0.8342508,1.5023628
92,,-3.459670411150471,19.029825687536480,-12.9784298,0.0033058,37.1900826,-0.5169331,-0.0523660,5.0000000,0.6685162,1.0379822,15.5634451,-0.7732481,1.2034980
93,,-3.452213771150471,19.029825687536480,-12.9799156,0.0048760,45.4545441,-0.3923780,-0.0758254,5.0000000,0.5545539,1.0389223,15.7506542,-0.7062047,0.9270567
94,,-3.444757131150471,19.029825687536480,-12.9813967,-0.0035537,12.3966942,-0.2780626,-0.1021569,4.0000000,0.4327008,1.0396850,15.9009171,-0.6370145,0.6810023
95,,-3.437300491150471,19.029825687536480,-12.9828711,-0.0020661,17.3553715,-0.1780024,-0.1260432,4.0000000,0.3098100,1.0402552,16.0122643,-0.5618964,0.4726201
96,,-3.429843851150471,19.029825687536480,-12.9843359,-0.0007438,22.3140488,-0.0940192,-0.1493872,4.0000000,0.1841278,1.0406368,16.0857906,-0.4829023,0.3076444
97,,-3.422387211150471,19.029825687536480,-12.9857903,0.0005785,28.0991745,-0.0278622,-0.1724989,4.0000000,0.0552656,1.0407993,16.1185188,-0.4002633,0.1909564
98,,-3.414930571150471,19.029825687536480,-12.9872313,0.0019835,34.7107430,0.0183374,-0.1976035,4.0000000,-0.0768023,1.0407320,16.1060600,-0.3184047,0.1316935
99,,-3.407473931150471,19.029825687536480,-12.9886570,0.0033884,42.1487617,0.0432002,-0.2219008,4.0000000,-0.2085384,1.0404395,16.0505505,-0.2352632,0.1288790
100,,-3.400017291150471,19.029825687536480,-12.9900646,-0.0051240,6.6115704,0.0465145,-0.2466925,4.0000000,-0.3399081,1.0399102,15.9478207,-0.1534769,0.1849235
101,,-3.392560651150471,19.029825687536480,-12.9914522,-0.0036364,9.9173555,0.0300549,-0.2730382,4.0000000,-0.4707125,1.0391473,15.7999525,-0.0753639,0.2979505
102,,-3.385104011150471,19.029825687536480,-12.9928160,-0.0022314,14.0495872,-0.0058724,-0.2996516,4.0000000,-0.6004888,1.0381567,15.6061659,0.0011857,0.4637378
103,,-3.377647371150471,19.029825687536480,-12.9941540,-0.0009091,19.0082645,-0.0604936,-0.3261836,4.0000000,-0.7285858,1.0369643,15.3659678,0.0762185,0.6781401
104,,-3.370190731150471,19.029825687536480,-12.9954634,0.0003306,24.7933884,-0.1306497,-0.3534524,4.0000000,-0.8539804,1.0355684,15.0810575,0.1470756,0.9347830
105,,-3.362734091150471,19.029825687536480,-12.9967413,0.0014050,30.5785122,-0.2115374,-0.3851886,4.0000000,-0.9803801,1.0339811,14.7506142,0.2100029,1.2352954
106,,-3.355277451150471,19.029825687536480,-12.9979849,0.0024793,37.1900826,-0.2998479,-0.4178824,4.0000000,-1.1019177,1.0322300,14.3737431,0.2661530,1.5599134
107,,-3.347820811150471,19.029825687536480,-12.9991894,0.0036364,44.6280975,-0.3944634,-0.4485497,4.0000000,-1.2153535,1.0303311,13.9526567,0.3182541,1.8926817
108,,-3.340364171150471,19.029825687536480,-13.0003529,-0.0051240,0.8264463,-0.4924101,-0.4807724,4.0000000,-1.3259902,1.0283166,13.4924984,0.3644454,2.2406979
109,,-3.332907531150471,19.029825687536480,-13.0014715,-0.0039669,2.4793389,-0.5858883,-0.5144162,4.0000000,-1.4304098,1.0262161,12.9910755,0.4015773,2.5857625
110,,-3.325450891150471,19.029825687536480,-13.0025425,-0.0028926,4.1322312,-0.6768553,-0.5475025,4.0000000,-1.5284939,1.0240484,12.4513845,0.4334890,2.9234054
111,,-3.317994251150471,19.029825687536480,-13.0035610,-0.0019008,6.6115704,-0.7603024,-0.5785599,4.0000000,-1.6167985,1.0218513,11.8776464,0.4596787,3.2344530
112,,-3.310537611150471,19.029825687536480,-13.0045261,-0.0009917,9.9173555,-0.8313432,-0.6086279,4.0000000,-1.6959641,1.0196569,11.2734108,0.4787084,3.5133357
113,,-3.303080971150471,19.029825687536480,-13.0054331,-0.0001653,13.2231407,-0.8916345,-0.6377717,4.0000000,-1.7676853,1.0174943,10.6422281,0.4921420,3.7647679
114,,-3.295624331150471,19.029825687536480,-13.0062799,0.0006612,17.3553715,-0.9367925,-0.6628237,4.0000000,-1.8263439,1.0153890,9.9852915,0.5006966,3.9614091
115,,-3.288167691150471,19.029825687536480,-13.0070629,0.0014050,21.4876041,-0.9676389,-0.6852087,4.0000000,-1.8749573,1.0133642,9.3108206,0.5045400,4.1136947
116,,-3.280711051150471,19.029825687536480,-13.0077820,0.0022314,26.4462814,-0.9838592,-0.7033356,4.0000000,-1.9115412,1.0114503,8.6238632,0.5048700,4.2120361
117,,-3.273254411150471,19.029825687536480,-13.0084333,0.0030579,32.2314034,-0.9875715,-0.7184978,4.0000000,-1.9389989,1.0096699,7.9250846,0.5020034,4.2689323
118,,-3.265797771150471,19.029825687536480,-13.0090170,0.0038017,38.0165291,-0.9758165,-0.7271912,4.0000000,-1.9506007,1.0080342,7.2240796,0.4962185,4.2576900
119,,-3.258341131150471,19.029825687536480,-13.0095310,0.0043802,43.8016510,-0.9548700,-0.7307104,4.0000000,-1.9500564,1.0065552,6.5254040,0.4886356,4.1999450
120,,-3.250884491150471,19.029825687536480,-13.0099764,0.0049587,49.5867767,-0.9205472,-0.7306699,4.0000000,-1.9365971,1.0052454,5.8349071,0.4752572,4.0977044
121,,-3.243427851150471,19.029825687536480,-13.0103512,-0.0044628,0.0000000,-0.8801890,-0.7240994,4.0000000,-1.9056444,1.0041032,5.1579928,0.4574456,3.9491360
122,,-3.235971211150471,19.029825687536480,-13.0106573,-0.0038843,0.0000000,-0.8347928,-0.7128931,4.0000000,-1.8556675,1.0031343,4.5028481,0.4298813,3.7689865
123,,-3.228514571150471,19.029825687536480,-13.0108957,-0.0033058,0.0000000,-0.7847178,-0.6960687,4.0000000,-1.7763948,1.0023341,3.8791175,0.3842575,3.5537698
124,,-3.221057931150471,19.029825687536480,-13.0110674,-0.0027273,0.0000000,-0.7330641,-0.6763291,4.0000000,-1.6557180,1.0016917,3.2950628,0.3030597,3.3265395
125,,-3.213601291150471,19.029825687536480,-13.0111742,-0.0022314,0.0000000,-0.6828464,-0.6490666,4.0000000,-1.4586781,1.0011994,2.7667754,0.1605450,3.0700417
126,,-3.206144651150471,19.029825687536480,-13.0112190,-0.0017355,0.0000000,-0.6318647,-0.6221462,5.0000000,-1.1574024,1.0008448,2.3112681,-0.0868900,2.8233390
127,,-3.198688011150471,19.029825687536480,-13.0112038,-0.0013223,0.0000000,-0.5807164,-0.5917187,4.0000000,-0.7040298,1.0006136,1.9601189,-0.4794076,2.5682743
128,,-3.191231371150471,19.029825687536480,-13.0111303,-0.0011570,0.0000000,-0.5333750,-0.5580827,4.0000000,-0.1627412,1.0004901,1.7491852,-0.9534242,2.3160667
129,,-3.183774731150470,19.029825687536480,-13.0110035,-0.0017355,0.0000000,-0.4907506,-0.5205613,5.0000000,0.2400552,1.0004603,1.6982908,-1.2811778,2.0676770
130,,-3.176318091150470,19.029825687536480,-13.0108261,-0.0023967,0.0000000,-0.4501736,-0.4843505,4.0000000,0.3421073,1.0005099,1.7969643,-1.3108082,1.8407726
131,,-3.168861451150471,19.029825687536480,-13.0106001,-0.0031405,0.0000000,-0.4142329,-0.4443575,4.0000000,0.2416256,1.0006230,1.9986570,-1.1303407,1.6207376
132,,-3.161404811150471,19.029825687536480,-13.0103302,-0.0038843,0.0000000,-0.3794834,-0.4062550,4.0000000,0.0880039,1.0007868,2.2545207,-0.9005138,1.4222950
133,,-3.153948171150471,19.029825687536480,-13.0100193,-0.0047107,0.0000000,-0.3485440,-0.3683617,4.0000000,-0.0453743,1.0009892,2.5352736,-0.6913490,1.2437807
134,,-3.146491531150471,19.029825687536480,-13.0096712,0.0043802,43.8016510,-0.3180085,-0.3316813,4.0000000,-0.1429943,1.0012209,2.8219304,-0.5203684,1.0806929
135,,-3.482040331150471,19.022369047536479,-12.9752617,0.0001653,22.3140488,-0.8569565,-0.0874439,4.0000000,0.8202460,1.0358285,15.1256981,-0.9951338,1.9876909
136,,-3.474583691150471,19.022369047536479,-12.9768038,0.0016529,28.9256191,-0.7224038,-0.1234282,4.0000000,0.7221749,1.0370023,15.3653126,-0.9690313,1.7110283
137,,-3.467127051150471,19.022369047536479,-12.9783440,0.0031405,36.3636360,-0.5864701,-0.1580185,4.0000000,0.6166031,1.0380453,15.5751276,-0.9326403,1.4397620
138,,-3.459670411150471,19.022369047536479,-12.9798775,0.0047107,44.6280975,-0.4524659,-0.1894472,4.0000000,0.5057662,1.0389471,15.7542772,-0.8846606,1.1785086
139,,-3.452213771150471,19.022369047536479,-12.9814034,-0.0036364,12.3966942,-0.3247048,-0.2194159,5.0000000,0.3896877,1.0396925,15.9008102,-0.8285195,0.9383636
140,,-3.444757131150471,19.022369047536479,-12.9829187,-0.0020661,17.3553715,-0.2053683,-0.2505189,5.0000000,0.2669691,1.0402598,16.0131931,-0.7680069,0.7295739
141,,-3.437300491150471,19.022369047536479,-12.9844217,-0.0006612,23.1404953,-0.0995824,-0.2787852,4.0000000,0.1422823,1.0406349,16.0846825,-0.6998526,0.5562555
142,,-3.429843851150471,19.022369047536479,-12.9859095,0.0006612,28.9256191,-0.0094297,-0.3066348,4.0000000,0.0148936,1.0408106,16.1196098,-0.6281633,0.4280031
143,,-3.422387211150471,19.022369047536479,-12.9873810,0.0020661,35.5371895,0.0627638,-0.3330468,4.0000000,-0.1140128,1.0407702,16.1122456,-0.5520808,0.3471823
144,,-3.414930571150471,19.022369047536479,-12.9888315,0.0035537,42.9752083,0.1163288,-0.3604625,4.0000000,-0.2450614,1.0405042,16.0615692,-0.4758636,0.3221510
145,,-3.407473931150471,19.022369047536479,-12.9902611,-0.0049587,7.4380164,0.1491801,-0.3867092,4.0000000,-0.3764248,1.0400180,15.9692106,-0.3969936,0.3505486
146,,-3.400017291150471,19.022369047536479,-12.9916658,-0.0034711,10.7438021,0.1609845,-0.4124362,4.0000000,-0.5069033,1.0393012,15.8296261,-0.3179690,0.4337218
147,,-3.392560651150471,19.022369047536479,-12.9930439,-0.0020661,14.8760328,0.1526791,-0.4377840,4.0000000,-0.6349655,1.0383699,15.6474962,-0.2406025,0.5683687
148,,-3.385104011150471,19.022369047536479,-12.9943924,-0.0007438,19.8347111,0.1262110,-0.4639612,4.0000000,-0.7623209,1.0372370,15.4210167,-0.1656014,0.7537150
149,,-3.377647371150471,19.022369047536479,-12.9957094,0.0004959,25.6198349,0.0823070,-0.4901645,4.0000000,-0.8875951,1.0359054,15.1489353,-0.0927338,0.9833100
150,,-3.370190731150471,19.022369047536479,-12.9969921,0.0016529,32.2314034,0.0219831,-0.5159820,4.0000000,-1.0101960,1.0343792,14.8343191,-0.0217681,1.2511889
151,,-3.362734091150471,19.022369047536479,-12.9982367,0.0027273,38.8429756,-0.0492763,-0.5438144,4.0000000,-1.1311734,1.0326941,14.4741669,0.0435447,1.5548308
