OID_,ClipsFinal_DEM_Large_S3_RegR,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
17,,-4.361923851150471,20.580806807536479,-13.1436901,-0.0015702,42.9752083,-0.8048083,-0.0836175,4.0000000,-0.9105113,1.4117144,44.9190025,0.7432763,8.6967201
18,,-4.354467211150471,20.580806807536479,-13.1438150,-0.0014876,42.9752083,-0.7698061,-0.0875474,5.0000000,-0.9237059,1.4145221,45.0333252,0.7486111,8.5998173
19,,-4.347010571150471,20.580806807536479,-13.1437931,-0.0015702,42.9752083,-0.7395738,-0.0870454,4.0000000,-0.9274617,1.4171768,45.1398735,0.7533708,8.4539986
20,,-4.339553931150471,20.580806807536479,-13.1436234,-0.0016529,42.9752083,-0.7140914,-0.0848319,4.0000000,-0.9247578,1.4196776,45.2404099,0.7550940,8.2952147
21,,-4.332097291150471,20.580806807536479,-13.1433077,-0.0019008,42.1487617,-0.6947089,-0.0797179,4.0000000,-0.9154805,1.4220186,45.3341942,0.7560448,8.1227665
22,,-4.324640651150471,20.580806807536479,-13.1428461,-0.0023967,41.3223152,-0.6818253,-0.0729993,4.0000000,-0.9016150,1.4242034,45.4215202,0.7556164,7.9624872
23,,-4.317184011150471,20.580806807536479,-13.1422396,-0.0030579,40.4958687,-0.6728199,-0.0634281,4.0000000,-0.8805004,1.4262221,45.5007515,0.7536442,7.7718840
24,,-4.309727371150471,20.580806807536479,-13.1414900,-0.0038017,39.6694221,-0.6676967,-0.0530709,4.0000000,-0.8545359,1.4280356,45.5722809,0.7483941,7.5840278
25,,-4.302270731150471,20.580806807536479,-13.1406002,-0.0047107,38.0165291,-0.6677487,-0.0401962,4.0000000,-0.8229215,1.4296029,45.6347847,0.7425291,7.3963871
26,,-4.294814091150471,20.580806807536479,-13.1395721,0.0042975,48.7603302,-0.6737501,-0.0268183,4.0000000,-0.7881358,1.4309231,45.6870880,0.7344992,7.2467966
27,,-4.287357451150471,20.580806807536479,-13.1384087,0.0031405,47.1074371,-0.6829144,-0.0117775,4.0000000,-0.7475597,1.4319766,45.7276649,0.7240047,7.0984173
28,,-4.279900811150471,20.580806807536479,-13.1371136,0.0018182,45.4545441,-0.6960104,0.0048317,4.0000000,-0.7019835,1.4326887,45.7555466,0.7116469,6.9694939
29,,-4.429033611150471,20.573350167536478,-13.1434469,-0.0015702,40.4958687,-0.9728116,-0.0812097,4.0000000,-0.4154544,1.3833113,43.7270279,0.2530350,7.6982212
30,,-4.421576971150471,20.573350167536478,-13.1447992,-0.0003306,42.1487617,-0.9139404,-0.1190401,4.0000000,-0.5104597,1.3882458,43.9394951,0.2723794,7.7769375
31,,-4.414120331150471,20.573350167536478,-13.1460438,0.0007438,43.8016510,-0.8504352,-0.1513058,4.0000000,-0.5944722,1.3927366,44.1314316,0.2918605,7.8517299
32,,-4.406663691150471,20.573350167536478,-13.1471729,0.0019008,45.4545441,-0.7884101,-0.1803135,4.0000000,-0.6709448,1.3968611,44.3058624,0.3103177,7.9644456
33,,-4.399207051150471,20.573350167536478,-13.1481791,0.0028099,47.1074371,-0.7279673,-0.2054162,4.0000000,-0.7382929,1.4006561,44.4637871,0.3274606,8.0832090
34,,-4.391750411150471,20.573350167536478,-13.1490536,0.0037190,48.7603302,-0.6694702,-0.2265128,4.0000000,-0.7953355,1.4041678,44.6098251,0.3423099,8.1833506
35,,-4.384293771150471,20.573350167536478,-13.1497927,0.0044628,49.5867767,-0.6132772,-0.2431132,4.0000000,-0.8414998,1.4074574,44.7450867,0.3552733,8.2369776
36,,-4.376837131150471,20.573350167536478,-13.1503906,-0.0050413,36.3636360,-0.5615951,-0.2567354,4.0000000,-0.8797523,1.4105330,44.8715744,0.3662815,8.2741222
37,,-4.369380491150471,20.573350167536478,-13.1508436,-0.0046281,36.3636360,-0.5134995,-0.2669192,4.0000000,-0.9079368,1.4134310,44.9894104,0.3740985,8.2569895
38,,-4.361923851150471,20.573350167536478,-13.1511488,-0.0042975,36.3636360,-0.4725874,-0.2735440,4.0000000,-0.9279097,1.4162004,45.1006851,0.3808219,8.2128363
39,,-4.354467211150471,20.573350167536478,-13.1513052,-0.0042149,36.3636360,-0.4386169,-0.2775090,4.0000000,-0.9408456,1.4188377,45.2064781,0.3858276,8.1504803
40,,-4.347010571150471,20.573350167536478,-13.1513100,-0.0042975,36.3636360,-0.4110985,-0.2774169,5.0000000,-0.9451440,1.4213698,45.3089867,0.3903101,8.0356874
41,,-4.339553931150471,20.573350167536478,-13.1511641,-0.0043802,36.3636360,-0.3893597,-0.2748390,4.0000000,-0.9428862,1.4238303,45.4063225,0.3932082,7.8905439
42,,-4.332097291150471,20.573350167536478,-13.1508665,-0.0046281,36.3636360,-0.3749471,-0.2689103,4.0000000,-0.9341853,1.4261911,45.4995499,0.3963647,7.7184186
43,,-4.324640651150471,20.573350167536478,-13.1504192,-0.0051240,36.3636360,-0.3667682,-0.2615563,4.0000000,-0.9212371,1.4284208,45.5874519,0.3981245,7.5484467
44,,-4.317184011150471,20.573350167536478,-13.1498232,0.0042149,49.5867767,-0.3640805,-0.2515045,4.0000000,-0.9019706,1.4305211,45.6703224,0.3989618,7.3489075
45,,-4.309727371150471,20.573350167536478,-13.1490793,0.0035537,48.7603302,-0.3672082,-0.2395833,4.0000000,-0.8779885,1.4324784,45.7468376,0.3988219,7.1458459
46,,-4.302270731150471,20.573350167536478,-13.1481895,0.0026446,47.1074371,-0.3749386,-0.2260945,4.0000000,-0.8488689,1.4342515,45.8161240,0.3966800,6.9344831
47,,-4.294814091150471,20.573350167536478,-13.1471577,0.0016529,45.4545441,-0.3882491,-0.2116547,4.0000000,-0.8161881,1.4358107,45.8767166,0.3928787,6.7438583
48,,-4.287357451150471,20.573350167536478,-13.1459866,0.0004959,43.8016510,-0.4055987,-0.1954992,4.0000000,-0.7779185,1.4371331,45.9277763,0.3869202,6.5469470
49,,-4.279900811150471,20.573350167536478,-13.1446781,-0.0008264,42.1487617,-0.4270664,-0.1781270,4.0000000,-0.7348099,1.4381570,45.9678078,0.3785559,6.3611488
50,,-4.272444171150471,20.573350167536478,-13.1432371,-0.0022314,40.4958687,-0.4531882,-0.1597997,4.0000000,-0.6870572,1.4388461,45.9949074,0.3674578,6.2018886
51,,-4.264987531150471,20.573350167536478,-13.1416674,-0.0037190,38.8429756,-0.4841167,-0.1397444,4.0000000,-0.6345373,1.4391609,46.0063362,0.3550485,6.0711679
52,,-4.257530891150471,20.573350167536478,-13.1399736,0.0045455,47.9338837,-0.5175302,-0.1182041,4.0000000,-0.5763109,1.4390208,46.0009956,0.3399028,5.9584098
53,,-4.250074251150471,20.573350167536478,-13.1381607,0.0027273,46.2809906,-0.5540463,-0.0951856,4.0000000,-0.5130815,1.4383918,45.9774971,0.3227104,5.8839474
54,,-4.242617611150471,20.573350167536478,-13.1362362,0.0009091,43.8016510,-0.5918131,-0.0702934,4.0000000,-0.4449981,1.4372442,45.9331131,0.3044113,5.8419156
55,,-4.235160971150471,20.573350167536478,-13.1342058,-0.0010744,41.3223152,-0.6317264,-0.0441388,4.0000000,-0.3726734,1.4355469,45.8672600,0.2843958,5.8577933
56,,-4.227704331150471,20.573350167536478,-13.1320763,-0.0032231,38.8429756,-0.6716861,-0.0159082,4.0000000,-0.2958374,1.4332691,45.7783165,0.2640211,5.9213004
57,,-4.220247691150471,20.573350167536478,-13.1298561,0.0047107,48.7603302,-0.7099493,0.0140139,4.0000000,-0.2154076,1.4303589,45.6645966,0.2434354,6.0325050
58,,-4.436490251150471,20.565893527536478,-13.1489382,0.0038017,47.9338837,-0.7817774,-0.2227512,4.0000000,-0.3459975,1.3835396,43.7380219,-0.0995049,6.8509607
59,,-4.429033611150471,20.565893527536478,-13.1504641,-0.0047107,37.1900826,-0.7053163,-0.2660265,4.0000000,-0.4472080,1.3884821,43.9502831,-0.0848450,6.9833918
60,,-4.421576971150471,20.565893527536478,-13.1518879,-0.0033884,38.8429756,-0.6280044,-0.3054293,4.0000000,-0.5414901,1.3929327,44.1404877,-0.0693684,7.1748981
61,,-4.414120331150471,20.565893527536478,-13.1531992,-0.0022314,40.4958687,-0.5491688,-0.3390875,4.0000000,-0.6240487,1.3969767,44.3109322,-0.0541262,7.3539076
62,,-4.406663691150471,20.565893527536478,-13.1543903,-0.0009917,42.1487617,-0.4729562,-0.3699265,4.0000000,-0.6994659,1.4006585,44.4647865,-0.0403870,7.5697403
63,,-4.399207051150471,20.565893527536478,-13.1554537,-0.0000826,42.9752083,-0.3999631,-0.3960885,4.0000000,-0.7645146,1.4040211,44.6046486,-0.0276625,7.7668147
64,,-4.391750411150471,20.565893527536478,-13.1563807,0.0008264,43.8016510,-0.3313840,-0.4186811,4.0000000,-0.8199428,1.4071434,44.7327690,-0.0174194,7.9457641
65,,-4.384293771150471,20.565893527536478,-13.1571674,0.0015702,44.6280975,-0.2681635,-0.4367163,4.0000000,-0.8651938,1.4100662,44.8525620,-0.0082388,8.0769405
66,,-4.376837131150471,20.565893527536478,-13.1578083,0.0021488,45.4545441,-0.2120344,-0.4514864,4.0000000,-0.9026471,1.4128199,44.9644051,-0.0003258,8.1883526
67,,-4.369380491150471,20.565893527536478,-13.1582994,0.0026446,45.4545441,-0.1627510,-0.4615202,4.0000000,-0.9295332,1.4154445,45.0703697,0.0064928,8.2234364
68,,-4.361923851150471,20.565893527536478,-13.1586399,0.0029752,45.4545441,-0.1222494,-0.4679068,4.0000000,-0.9487096,1.4179665,45.1721077,0.0128960,8.2228718
69,,-4.354467211150471,20.565893527536478,-13.1588259,0.0030579,45.4545441,-0.0903166,-0.4710909,4.0000000,-0.9608323,1.4204267,45.2705650,0.0186506,8.1898327
70,,-4.347010571150471,20.565893527536478,-13.1588573,0.0029752,45.4545441,-0.0645644,-0.4714759,5.0000000,-0.9655501,1.4228530,45.3670082,0.0225983,8.1043615
71,,-4.339553931150471,20.565893527536478,-13.1587334,0.0028926,45.4545441,-0.0470090,-0.4684042,4.0000000,-0.9636379,1.4252437,45.4619522,0.0268295,7.9763465
72,,-4.332097291150471,20.565893527536478,-13.1584558,0.0026446,45.4545441,-0.0362242,-0.4627028,4.0000000,-0.9557980,1.4275848,45.5542603,0.0303925,7.8110943
73,,-4.324640651150471,20.565893527536478,-13.1580229,0.0022314,45.4545441,-0.0323780,-0.4548292,4.0000000,-0.9433346,1.4298545,45.6434479,0.0336762,7.6285014
74,,-4.317184011150471,20.565893527536478,-13.1574373,0.0015702,44.6280975,-0.0358905,-0.4441726,4.0000000,-0.9258399,1.4320542,45.7302170,0.0374947,7.4224563
75,,-4.309727371150471,20.565893527536478,-13.1567001,0.0009091,43.8016510,-0.0463531,-0.4312770,4.0000000,-0.9041781,1.4341720,45.8130112,0.0416241,7.2076583
76,,-4.302270731150471,20.565893527536478,-13.1558142,0.0000000,42.9752083,-0.0617516,-0.4167880,4.0000000,-0.8774015,1.4361682,45.8899422,0.0438255,6.9726119
77,,-4.294814091150471,20.565893527536478,-13.1547804,-0.0009917,42.1487617,-0.0830931,-0.4006904,4.0000000,-0.8466625,1.4379808,45.9600105,0.0452816,6.7395425
78,,-4.287357451150471,20.565893527536478,-13.1536026,-0.0021488,41.3223152,-0.1093743,-0.3830092,4.0000000,-0.8107610,1.4395711,46.0222549,0.0447426,6.4971814
79,,-4.279900811150471,20.565893527536478,-13.1522827,-0.0034711,39.6694221,-0.1393288,-0.3650137,4.0000000,-0.7707016,1.4409264,46.0743675,0.0406743,6.2649722
80,,-4.272444171150471,20.565893527536478,-13.1508255,-0.0048760,38.0165291,-0.1751000,-0.3447691,4.0000000,-0.7254142,1.4419873,46.1148148,0.0358761,6.0357952
81,,-4.264987531150471,20.565893527536478,-13.1492348,0.0036364,47.9338837,-0.2157513,-0.3230478,4.0000000,-0.6750012,1.4427056,46.1429253,0.0289055,5.8232131
82,,-4.257530891150471,20.565893527536478,-13.1475134,0.0019008,46.2809906,-0.2603746,-0.2992824,4.0000000,-0.6189811,1.4430395,46.1559410,0.0204164,5.6209841
83,,-4.250074251150471,20.565893527536478,-13.1456690,0.0000826,43.8016510,-0.3089426,-0.2743129,4.0000000,-0.5582141,1.4429327,46.1515007,0.0095882,5.4557471
84,,-4.242617611150471,20.565893527536478,-13.1437054,-0.0019008,41.3223152,-0.3605018,-0.2463048,4.0000000,-0.4911420,1.4423143,46.1278343,-0.0014676,5.3082409
85,,-4.235160971150471,20.565893527536478,-13.1416302,-0.0038843,38.8429756,-0.4131323,-0.2174779,4.0000000,-0.4205205,1.4411342,46.0832977,-0.0144353,5.2108531
86,,-4.227704331150471,20.565893527536478,-13.1394510,0.0039669,47.9338837,-0.4669671,-0.1864410,4.0000000,-0.3450143,1.4393945,46.0160751,-0.0278677,5.1609707
87,,-4.220247691150471,20.565893527536478,-13.1371737,0.0018182,44.6280975,-0.5199613,-0.1536858,4.0000000,-0.2653335,1.4370403,45.9250183,-0.0420381,5.1622825
88,,-4.212791051150471,20.565893527536478,-13.1348085,-0.0005785,42.1487617,-0.5710316,-0.1173909,4.0000000,-0.1807169,1.4340174,45.8074760,-0.0540649,5.2104955
89,,-4.205334411150471,20.565893527536478,-13.1323643,-0.0030579,38.8429756,-0.6201337,-0.0788135,4.0000000,-0.0944187,1.4303272,45.6634407,-0.0632083,5.3337922
90,,-4.197877771150471,20.565893527536478,-13.1298504,0.0045455,48.7603302,-0.6644569,-0.0382772,4.0000000,-0.0066908,1.4259875,45.4918251,-0.0698635,5.5171547
91,,-4.190421131150471,20.565893527536478,-13.1272755,0.0021488,45.4545441,-0.7028691,0.0046459,4.0000000,0.0820964,1.4209876,45.2925339,-0.0728046,5.7570767
92,,-4.182964491150471,20.565893527536478,-13.1246519,-0.0004132,42.1487617,-0.7350701,0.0506374,4.0000000,0.1710533,1.4153343,45.0643578,-0.0697785,6.0565729
93,,-4.175507851150471,20.565893527536478,-13.1219883,-0.0029752,38.8429756,-0.7582222,0.0978658,4.0000000,0.2582869,1.4090823,44.8085976,-0.0625553,6.3888974
94,,-4.168051211150471,20.565893527536478,-13.1192942,0.0043802,48.7603302,-0.7708668,0.1467835,4.0000000,0.3437126,1.4022402,44.5257607,-0.0501456,6.7389278
95,,-4.451403531150471,20.558436887536477,-13.1524382,-0.0027273,38.8429756,-0.7029558,-0.3083500,4.0000000,-0.1621880,1.3763759,43.4259949,-0.4545120,6.1542296
96,,-4.443946891150471,20.558436887536477,-13.1542158,-0.0009917,41.3223152,-0.6095647,-0.3621606,4.0000000,-0.2753940,1.3818707,43.6659775,-0.4489272,6.2698536
97,,-4.436490251150471,20.558436887536477,-13.1559095,0.0006612,43.8016510,-0.5124586,-0.4113609,4.0000000,-0.3831065,1.3867933,43.8789215,-0.4396152,6.4630280
98,,-4.429033611150471,20.558436887536477,-13.1575089,0.0021488,46.2809906,-0.4137843,-0.4568554,4.0000000,-0.4833122,1.3911885,44.0675735,-0.4303986,6.7221575
99,,-4.421576971150471,20.558436887536477,-13.1590004,0.0035537,47.9338837,-0.3161441,-0.4982837,4.0000000,-0.5766684,1.3951168,44.2337494,-0.4198990,7.0379505
100,,-4.414120331150471,20.558436887536477,-13.1603765,-0.0052066,37.1900826,-0.2205950,-0.5338237,4.0000000,-0.6581395,1.3986557,44.3815422,-0.4095080,7.3353524
101,,-4.406663691150471,20.558436887536477,-13.1616259,-0.0038843,38.8429756,-0.1304659,-0.5657011,4.0000000,-0.7317738,1.4018428,44.5144501,-0.3996283,7.6587911
102,,-4.399207051150471,20.558436887536477,-13.1627426,-0.0028926,40.4958687,-0.0449280,-0.5934189,4.0000000,-0.7951416,1.4047389,44.6343040,-0.3916962,7.9517722
103,,-4.391750411150471,20.558436887536477,-13.1637192,-0.0019835,42.1487617,0.0327091,-0.6166774,4.0000000,-0.8488112,1.4074169,44.7444000,-0.3845435,8.2136097
104,,-4.384293771150471,20.558436887536477,-13.1645508,-0.0012397,42.9752083,0.1013854,-0.6354912,4.0000000,-0.8926190,1.4099416,44.8474808,-0.3783635,8.4290371
105,,-4.376837131150471,20.558436887536477,-13.1652327,-0.0006612,43.8016510,0.1620079,-0.6510129,4.0000000,-0.9289905,1.4123559,44.9454117,-0.3730353,8.6133490
106,,-4.369380491150471,20.558436887536477,-13.1657610,-0.0001653,44.6280975,0.2110236,-0.6606728,4.0000000,-0.9544898,1.4147000,45.0401611,-0.3668559,8.7049093
107,,-4.361923851150471,20.558436887536477,-13.1661329,0.0001653,45.4545441,0.2509477,-0.6670269,4.0000000,-0.9728135,1.4170018,45.1331215,-0.3612403,8.7509632
108,,-4.354467211150471,20.558436887536477,-13.1663485,0.0003306,45.4545441,0.2812910,-0.6697170,4.0000000,-0.9840984,1.4192911,45.2252350,-0.3553356,8.7436333
109,,-4.347010571150471,20.558436887536477,-13.1664057,0.0004132,45.4545441,0.3031029,-0.6692922,5.0000000,-0.9884917,1.4215944,45.3164444,-0.3500928,8.6810627
110,,-4.339553931150471,20.558436887536477,-13.1663046,0.0004132,45.4545441,0.3157229,-0.6654742,4.0000000,-0.9872673,1.4238993,45.4079361,-0.3436812,8.5741758
111,,-4.332097291150471,20.558436887536477,-13.1660452,0.0001653,45.4545441,0.3214241,-0.6593133,4.0000000,-0.9805599,1.4261916,45.4996300,-0.3380667,8.4249544
112,,-4.324640651150471,20.558436887536477,-13.1656275,-0.0002479,44.6280975,0.3184603,-0.6499140,4.0000000,-0.9686919,1.4284946,45.5906296,-0.3311360,8.2341785
113,,-4.317184011150471,20.558436887536477,-13.1650543,-0.0009091,43.8016510,0.3097797,-0.6390586,4.0000000,-0.9530633,1.4307992,45.6802177,-0.3250540,8.0263968
114,,-4.309727371150471,20.558436887536477,-13.1643257,-0.0015702,42.9752083,0.2937464,-0.6257405,4.0000000,-0.9333802,1.4330611,45.7687263,-0.3181008,7.7967553
115,,-4.302270731150471,20.558436887536477,-13.1634436,-0.0024793,42.1487617,0.2711074,-0.6100963,4.0000000,-0.9087368,1.4352412,45.8541489,-0.3114557,7.5356250
116,,-4.294814091150471,20.558436887536477,-13.1624107,-0.0034711,41.3223152,0.2423943,-0.5927256,4.0000000,-0.8799337,1.4373049,45.9343185,-0.3055176,7.2609949
117,,-4.287357451150471,20.558436887536477,-13.1612282,-0.0045455,39.6694221,0.2083029,-0.5742105,4.0000000,-0.8473037,1.4392159,46.0083809,-0.3011172,6.9855371
118,,-4.279900811150471,20.558436887536477,-13.1599007,0.0041322,48.7603302,0.1675387,-0.5535375,4.0000000,-0.8095166,1.4409339,46.0738335,-0.2975584,6.6963005
119,,-4.272444171150471,20.558436887536477,-13.1584301,0.0026446,47.1074371,0.1215472,-0.5309149,4.0000000,-0.7665621,1.4423845,46.1301804,-0.2952677,6.3942375
120,,-4.264987531150471,20.558436887536477,-13.1568203,0.0010744,45.4545441,0.0715937,-0.5076671,4.0000000,-0.7187309,1.4435337,46.1742935,-0.2966032,6.1003160
121,,-4.257530891150471,20.558436887536477,-13.1550760,-0.0007438,42.9752083,0.0162707,-0.4817884,4.0000000,-0.6649921,1.4443537,46.2052765,-0.2985847,5.7997465
122,,-4.250074251150471,20.558436887536477,-13.1532021,-0.0025620,40.4958687,-0.0438938,-0.4542709,4.0000000,-0.6063065,1.4447558,46.2211647,-0.3022353,5.5246124
123,,-4.242617611150471,20.558436887536477,-13.1512041,-0.0045455,38.0165291,-0.1079291,-0.4241451,4.0000000,-0.5406752,1.4446948,46.2186661,-0.3076150,5.2551718
124,,-4.235160971150471,20.558436887536477,-13.1490879,0.0034711,47.9338837,-0.1744036,-0.3926420,4.0000000,-0.4714526,1.4441037,46.1964607,-0.3138314,5.0349150
125,,-4.227704331150471,20.558436887536477,-13.1468620,0.0012397,44.6280975,-0.2434000,-0.3578772,4.0000000,-0.3967396,1.4429545,46.1526489,-0.3190148,4.8493490
126,,-4.220247691150471,20.558436887536477,-13.1445332,-0.0009917,42.1487617,-0.3125248,-0.3210126,4.0000000,-0.3179344,1.4412249,46.0859756,-0.3240907,4.7179689
127,,-4.212791051150471,20.558436887536477,-13.1421099,-0.0033884,38.8429756,-0.3799315,-0.2806062,4.0000000,-0.2336566,1.4388295,45.9936905,-0.3275559,4.6266708
128,,-4.205334411150471,20.558436887536477,-13.1396017,0.0040496,47.9338837,-0.4446189,-0.2382019,4.0000000,-0.1478665,1.4357524,45.8751488,-0.3285374,4.6127744
129,,-4.197877771150471,20.558436887536477,-13.1370182,0.0015702,44.6280975,-0.5051894,-0.1928568,4.0000000,-0.0596449,1.4320148,45.7290497,-0.3260686,4.6680794
130,,-4.190421131150471,20.558436887536477,-13.1343708,-0.0009091,41.3223152,-0.5589356,-0.1448152,4.0000000,0.0297215,1.4276053,45.5549202,-0.3193518,4.7864003
131,,-4.182964491150471,20.558436887536477,-13.1316681,-0.0034711,38.0165291,-0.6059235,-0.0942751,4.0000000,0.1191158,1.4224969,45.3525772,-0.3076660,4.9778857
132,,-4.175507851150471,20.558436887536477,-13.1289225,0.0038843,47.9338837,-0.6442152,-0.0417527,4.0000000,0.2072450,1.4167622,45.1224213,-0.2907504,5.2296972
133,,-4.168051211150471,20.558436887536477,-13.1261425,0.0011570,44.6280975,-0.6715484,0.0130824,4.0000000,0.2940798,1.4104383,44.8642426,-0.2679149,5.5224533
134,,-4.160594571150471,20.558436887536477,-13.1233406,-0.0015702,40.4958687,-0.6904994,0.0678148,4.0000000,0.3768815,1.4035290,44.5790710,-0.2412518,5.8610921
135,,-4.466316811150471,20.550980247536479,-13.1553345,0.0000826,42.1487617,-0.6946617,-0.3706127,4.0000000,0.0407175,1.3665106,42.9866676,-0.7819428,5.7830248
136,,-4.458860171150471,20.550980247536479,-13.1573277,0.0020661,44.6280975,-0.5813463,-0.4354071,4.0000000,-0.0833232,1.3726897,43.2634315,-0.7874910,5.8173103
137,,-4.451403531150471,20.550980247536479,-13.1592598,0.0039669,47.9338837,-0.4619999,-0.4971551,4.0000000,-0.2049124,1.3782257,43.5082245,-0.7893978,5.9816337
138,,-4.443946891150471,20.550980247536479,-13.1611176,-0.0042149,37.1900826,-0.3399772,-0.5528556,4.0000000,-0.3178972,1.3831415,43.7221107,-0.7878140,6.2263126
139,,-4.436490251150471,20.550980247536479,-13.1628857,-0.0024793,39.6694221,-0.2161694,-0.6050009,4.0000000,-0.4254656,1.3874881,43.9096146,-0.7845362,6.5635934
140,,-4.429033611150471,20.550980247536479,-13.1645546,-0.0009091,42.1487617,-0.0938823,-0.6528614,4.0000000,-0.5249149,1.3913194,44.0729599,-0.7808080,6.9658537
141,,-4.421576971150471,20.550980247536479,-13.1661110,0.0005785,44.6280975,0.0242193,-0.6962777,4.0000000,-0.6167470,1.3946854,44.2150230,-0.7758085,7.4204960
142,,-4.414120331150471,20.550980247536479,-13.1675463,0.0018182,46.2809906,0.1360038,-0.7332814,4.0000000,-0.6964453,1.3976576,44.3404770,-0.7701175,7.8438864
143,,-4.406663691150471,20.550980247536479,-13.1688509,0.0031405,47.9338837,0.2400331,-0.7663206,4.0000000,-0.7683449,1.4003211,44.4513168,-0.7642965,8.2821655
144,,-4.399207051150471,20.550980247536479,-13.1700182,-0.0057851,36.3636360,0.3352067,-0.7944381,4.0000000,-0.8300018,1.4027374,44.5508766,-0.7588744,8.6790285
145,,-4.391750411150471,20.550980247536479,-13.1710405,-0.0047934,38.0165291,0.4198146,-0.8177068,4.0000000,-0.8821343,1.4049629,44.6427803,-0.7532793,9.0285034
146,,-4.384293771150471,20.550980247536479,-13.1719141,-0.0038843,39.6694221,0.4941431,-0.8371841,4.0000000,-0.9248261,1.4070719,44.7296562,-0.7495421,9.3282318
147,,-4.376837131150471,20.550980247536479,-13.1726341,-0.0032231,40.4958687,0.5567187,-0.8518710,4.0000000,-0.9588168,1.4091201,44.8131866,-0.7449253,9.5592022
148,,-4.369380491150471,20.550980247536479,-13.1731968,-0.0027273,41.3223152,0.6076773,-0.8623660,4.0000000,-0.9831458,1.4111685,44.8965569,-0.7415861,9.7096891
149,,-4.361923851150471,20.550980247536479,-13.1736012,-0.0023967,42.1487617,0.6473649,-0.8689032,4.0000000,-1.0002953,1.4132452,44.9803352,-0.7375111,9.7972822
150,,-4.354467211150471,20.550980247536479,-13.1738443,-0.0022314,42.9752083,0.6773022,-0.8722345,4.0000000,-1.0112462,1.4153579,45.0655098,-0.7332228,9.8307161
151,,-4.347010571150471,20.550980247536479,-13.1739264,-0.0021488,42.9752083,0.6941854,-0.8705386,5.0000000,-1.0148854,1.4175100,45.1527901,-0.7261918,9.7797766
