OID_,ClipsFinal_DEM_Large_S3_RegB,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
27,-13,-3.929438731150472,17.963526167536482,-13.0646582,-0.0003306,28.0991745,-0.0914760,-0.2487325,4.0000000,0.1414077,1.0448412,16.8503666,-0.6388726,0.4743243
28,-13,-3.921982091150472,17.963526167536482,-13.0624161,-0.0023967,19.0082645,-0.0997290,-0.2266285,4.0000000,0.1617104,1.0461543,17.0873852,-0.6149673,0.4488836
29,-13,-3.914525451150472,17.963526167536482,-13.0601397,-0.0051240,9.9173555,-0.1106255,-0.2013396,4.0000000,0.1815105,1.0473961,17.3052502,-0.5841897,0.4289548
30,-13,-3.907068811150472,17.963526167536482,-13.0578308,0.0023140,41.3223152,-0.1246755,-0.1744873,4.0000000,0.2006006,1.0485063,17.5006542,-0.5495752,0.4204219
31,-13,-3.899612171150472,17.963526167536482,-13.0554943,0.0002479,32.2314034,-0.1416549,-0.1433473,4.0000000,0.2207726,1.0495030,17.6736927,-0.5074672,0.4206930
32,-13,-3.892155531150472,17.963526167536482,-13.0531311,-0.0015702,23.1404953,-0.1615245,-0.1095101,4.0000000,0.2412709,1.0503854,17.8238392,-0.4602912,0.4348537
33,-13,-3.884698891150472,17.963526167536482,-13.0507460,-0.0042975,14.0495872,-0.1819222,-0.0728270,4.0000000,0.2596024,1.0511224,17.9476833,-0.4052565,0.4596911
34,-13,-3.877242251150472,17.963526167536482,-13.0483408,0.0029752,42.9752083,-0.2045441,-0.0363807,4.0000000,0.2772414,1.0517074,18.0456486,-0.3500029,0.5026208
35,-13,-3.869785611150472,17.963526167536482,-13.0459213,0.0006612,33.8842964,-0.2265131,0.0054461,4.0000000,0.2940857,1.0521373,18.1198368,-0.2831934,0.5572312
36,-13,-3.996548491150472,17.956069527536481,-13.0833387,-0.0019008,14.8760328,-0.1787051,-0.3453952,4.0000000,0.0272004,1.0304581,13.9631128,-0.7179909,0.9071987
37,-13,-3.989091851150472,17.956069527536481,-13.0814953,-0.0038017,5.7851238,-0.1575569,-0.3489675,4.0000000,0.0283957,1.0320954,14.3255396,-0.7263306,0.8736844
38,-13,-3.981635211150472,17.956069527536481,-13.0796032,0.0042149,47.9338837,-0.1388437,-0.3488660,4.0000000,0.0335050,1.0337659,14.6840315,-0.7312371,0.8339683
39,-13,-3.974178571150472,17.956069527536481,-13.0776625,0.0023140,38.8429756,-0.1223071,-0.3474441,4.0000000,0.0408949,1.0354441,15.0342312,-0.7357832,0.7944978
40,-13,-3.966721931150472,17.956069527536481,-13.0756741,0.0004959,29.7520657,-0.1082879,-0.3439965,4.0000000,0.0501529,1.0371264,15.3766165,-0.7381459,0.7541069
41,-13,-3.959265291150472,17.956069527536481,-13.0736389,-0.0013223,20.6611576,-0.0968781,-0.3352964,4.0000000,0.0626686,1.0387999,15.7115726,-0.7332614,0.7037637
42,-13,-3.951808651150472,17.956069527536481,-13.0715580,-0.0034711,11.5702477,-0.0886285,-0.3239022,4.0000000,0.0762886,1.0404400,16.0286865,-0.7240930,0.6532217
43,-13,-3.944352011150472,17.956069527536481,-13.0694323,0.0039669,47.9338837,-0.0848577,-0.3121960,4.0000000,0.0914957,1.0420482,16.3335152,-0.7158877,0.6128773
44,-13,-3.936895371150472,17.956069527536481,-13.0672636,0.0018182,38.8429756,-0.0847594,-0.2966669,4.0000000,0.1083758,1.0436218,16.6275005,-0.7017097,0.5721546
45,-13,-3.929438731150472,17.956069527536481,-13.0650530,0.0000000,29.7520657,-0.0883679,-0.2764077,4.0000000,0.1268982,1.0451196,16.8999500,-0.6797137,0.5306881
46,-13,-3.921982091150472,17.956069527536481,-13.0628042,-0.0019835,20.6611576,-0.0962867,-0.2544676,4.0000000,0.1468237,1.0465332,17.1545620,-0.6557589,0.4993334
47,-13,-3.914525451150472,17.956069527536481,-13.0605183,-0.0046281,11.5702477,-0.1077926,-0.2285071,4.0000000,0.1680361,1.0478791,17.3915691,-0.6250504,0.4730655
48,-13,-3.907068811150472,17.956069527536481,-13.0581970,0.0027273,42.9752083,-0.1220005,-0.2000963,4.0000000,0.1890586,1.0491074,17.6036453,-0.5892511,0.4555106
49,-13,-3.899612171150472,17.956069527536481,-13.0558453,0.0005785,33.8842964,-0.1383222,-0.1691969,4.0000000,0.2093362,1.0502181,17.7948055,-0.5477301,0.4473005
50,-13,-3.892155531150472,17.956069527536481,-13.0534649,-0.0012397,24.7933884,-0.1576040,-0.1352001,4.0000000,0.2308404,1.0512038,17.9628277,-0.5012407,0.4519029
51,-13,-3.884698891150472,17.956069527536481,-13.0510597,-0.0039669,15.7024794,-0.1768404,-0.0972412,4.0000000,0.2507076,1.0520509,18.1040020,-0.4451900,0.4644491
52,-13,-3.877242251150472,17.956069527536481,-13.0486326,0.0033058,44.6280975,-0.1984254,-0.0602088,4.0000000,0.2693524,1.0527476,18.2190113,-0.3897700,0.4967247
53,-13,-3.869785611150472,17.956069527536481,-13.0461884,0.0009091,35.5371895,-0.2189988,-0.0180156,4.0000000,0.2865719,1.0532869,18.3095551,-0.3226032,0.5391920
54,-13,-4.018918411150472,17.948612887536481,-13.0888939,0.0038843,43.8016510,-0.2292435,-0.3341648,4.0000000,0.0306543,1.0253147,12.7547913,-0.6989838,0.9740250
55,-13,-4.011461771150472,17.948612887536481,-13.0872116,0.0021488,34.7107430,-0.2088872,-0.3480154,4.0000000,0.0212239,1.0268496,13.1270018,-0.7172546,0.9735637
56,-13,-4.004005131150472,17.948612887536481,-13.0854807,0.0003306,25.6198349,-0.1863175,-0.3585166,4.0000000,0.0145480,1.0284365,13.5029173,-0.7315812,0.9593611
57,-13,-3.996548491150472,17.948612887536481,-13.0837002,-0.0014876,16.5289249,-0.1662481,-0.3664562,4.0000000,0.0120614,1.0300822,13.8793354,-0.7449737,0.9431482
58,-13,-3.989091851150472,17.948612887536481,-13.0818691,-0.0033058,7.4380164,-0.1448671,-0.3720428,4.0000000,0.0116856,1.0317693,14.2524290,-0.7557712,0.9165224
59,-13,-3.981635211150472,17.948612887536481,-13.0799875,0.0047107,50.4132233,-0.1260500,-0.3741633,4.0000000,0.0150019,1.0334840,14.6246824,-0.7633286,0.8840907
60,-13,-3.974178571150472,17.948612887536481,-13.0780563,0.0027273,41.3223152,-0.1098552,-0.3735588,4.0000000,0.0214192,1.0352141,14.9873238,-0.7685369,0.8480662
61,-13,-3.966721931150472,17.948612887536481,-13.0760756,0.0009091,32.2314034,-0.0969608,-0.3705062,4.0000000,0.0313217,1.0369638,15.3441591,-0.7723340,0.8109142
62,-13,-3.959265291150472,17.948612887536481,-13.0740452,-0.0009091,23.1404953,-0.0866852,-0.3631046,4.0000000,0.0434850,1.0387164,15.6943121,-0.7696943,0.7654754
63,-13,-3.951808651150472,17.948612887536481,-13.0719662,-0.0029752,14.0495872,-0.0802395,-0.3518969,4.0000000,0.0583950,1.0404353,16.0273476,-0.7621889,0.7169396
64,-13,-3.944352011150472,17.948612887536481,-13.0698414,0.0044628,49.5867767,-0.0775864,-0.3398899,4.0000000,0.0742976,1.0421220,16.3483543,-0.7540773,0.6754932
65,-13,-3.936895371150472,17.948612887536481,-13.0676708,0.0022314,40.4958687,-0.0789849,-0.3233903,4.0000000,0.0924061,1.0437821,16.6573296,-0.7391868,0.6317099
66,-13,-3.929438731150472,17.948612887536481,-13.0654564,0.0003306,31.4049587,-0.0832185,-0.3035430,4.0000000,0.1112990,1.0453801,16.9466419,-0.7183850,0.5879570
67,-13,-3.921982091150472,17.948612887536481,-13.0632000,-0.0015702,22.3140488,-0.0904562,-0.2824186,4.0000000,0.1300170,1.0469017,17.2182465,-0.6948542,0.5517217
68,-13,-3.914525451150472,17.948612887536481,-13.0609045,-0.0041322,13.2231407,-0.1016923,-0.2563969,4.0000000,0.1510343,1.0483391,17.4727249,-0.6638280,0.5180752
69,-13,-3.907068811150472,17.948612887536481,-13.0585728,0.0031405,44.6280975,-0.1157310,-0.2277347,4.0000000,0.1723877,1.0496756,17.7020283,-0.6278572,0.4923239
70,-13,-3.899612171150472,17.948612887536481,-13.0562067,0.0009091,35.5371895,-0.1317313,-0.1959308,4.0000000,0.1935281,1.0509067,17.9112167,-0.5853897,0.4739304
71,-13,-3.892155531150472,17.948612887536481,-13.0538092,-0.0009091,26.4462814,-0.1497839,-0.1625952,4.0000000,0.2142347,1.0519999,18.0953617,-0.5394251,0.4681077
72,-13,-3.884698891150472,17.948612887536481,-13.0513849,-0.0035537,17.3553715,-0.1682625,-0.1235718,4.0000000,0.2354748,1.0529488,18.2535191,-0.4826185,0.4681351
73,-13,-3.877242251150472,17.948612887536481,-13.0489368,0.0037190,46.2809906,-0.1891234,-0.0855349,4.0000000,0.2561887,1.0537512,18.3855839,-0.4272586,0.4890704
74,-13,-3.869785611150472,17.948612887536481,-13.0464687,0.0012397,37.1900826,-0.2086935,-0.0423480,4.0000000,0.2752479,1.0544060,18.4914303,-0.3599440,0.5192031
75,-13,-4.033831691150472,17.941156247536483,-13.0924025,-0.0033058,3.3057852,-0.2434663,-0.3116258,4.0000000,0.0405738,1.0220132,11.9068823,-0.6638254,0.9345624
76,-13,-4.026375051150472,17.941156247536483,-13.0908337,-0.0045455,0.0000000,-0.2275990,-0.3345719,4.0000000,0.0240576,1.0234054,12.2726078,-0.6932014,0.9666457
77,-13,-4.018918411150472,17.941156247536483,-13.0892181,0.0041322,45.4545441,-0.2088621,-0.3519627,4.0000000,0.0109002,1.0248873,12.6491299,-0.7148255,0.9805203
78,-13,-4.011461771150472,17.941156247536483,-13.0875521,0.0024793,36.3636360,-0.1892214,-0.3671947,4.0000000,0.0016100,1.0264424,13.0288258,-0.7359995,0.9881282
79,-13,-4.004005131150472,17.941156247536483,-13.0858364,0.0006612,27.2727280,-0.1678823,-0.3797682,4.0000000,-0.0054085,1.0280509,13.4124041,-0.7541279,0.9852306
80,-13,-3.996548491150472,17.941156247536483,-13.0840693,-0.0011570,18.1818180,-0.1495591,-0.3890994,4.0000000,-0.0065229,1.0297253,13.7990446,-0.7716758,0.9790672
81,-13,-3.989091851150472,17.941156247536483,-13.0822506,-0.0029752,9.0909090,-0.1295601,-0.3955768,4.0000000,-0.0061697,1.0314492,14.1827612,-0.7849839,0.9598387
82,-13,-3.981635211150472,17.941156247536483,-13.0803795,-0.0049587,2.4793389,-0.1103813,-0.3992414,4.0000000,-0.0036877,1.0332124,14.5653772,-0.7947950,0.9326227
83,-13,-3.974178571150472,17.941156247536483,-13.0784569,0.0030579,42.9752083,-0.0944269,-0.3994503,4.0000000,0.0018055,1.0349920,14.9416456,-0.8007060,0.9001827
84,-13,-3.966721931150472,17.941156247536483,-13.0764828,0.0012397,33.8842964,-0.0826263,-0.3969892,4.0000000,0.0113501,1.0367991,15.3109074,-0.8053285,0.8671532
85,-13,-3.959265291150472,17.941156247536483,-13.0744572,-0.0005785,24.7933884,-0.0727632,-0.3915454,4.0000000,0.0220764,1.0386237,15.6747799,-0.8051672,0.8279326
86,-13,-3.951808651150472,17.941156247536483,-13.0723810,-0.0025620,15.7024794,-0.0671793,-0.3811490,4.0000000,0.0366577,1.0404195,16.0247536,-0.7989556,0.7814926
87,-13,-3.944352011150472,17.941156247536483,-13.0702562,-0.0050413,6.6115704,-0.0659658,-0.3676609,4.0000000,0.0535104,1.0421900,16.3606720,-0.7888322,0.7356061
88,-13,-3.936895371150472,17.941156247536483,-13.0680838,0.0026446,42.1487617,-0.0681872,-0.3513039,4.0000000,0.0717965,1.0439312,16.6840210,-0.7744043,0.6901448
89,-13,-3.929438731150472,17.941156247536483,-13.0658655,0.0006612,33.0578499,-0.0736700,-0.3316293,4.0000000,0.0913702,1.0456151,16.9900913,-0.7546288,0.6448226
90,-13,-3.921982091150472,17.941156247536483,-13.0636034,-0.0011570,23.9669418,-0.0824102,-0.3095766,4.0000000,0.1119280,1.0472413,17.2782555,-0.7310812,0.6041183
91,-13,-3.914525451150472,17.941156247536483,-13.0612993,-0.0036364,14.8760328,-0.0938500,-0.2837397,4.0000000,0.1332011,1.0487803,17.5479221,-0.7006804,0.5649154
92,-13,-3.907068811150472,17.941156247536483,-13.0589561,0.0036364,46.2809906,-0.1081646,-0.2543831,4.0000000,0.1555617,1.0502148,17.7947998,-0.6643279,0.5310021
93,-13,-3.899612171150472,17.941156247536483,-13.0565767,0.0013223,37.1900826,-0.1242582,-0.2216858,4.0000000,0.1779298,1.0515522,18.0201111,-0.6213015,0.5032077
94,-13,-3.892155531150472,17.941156247536483,-13.0541639,-0.0005785,28.0991745,-0.1416616,-0.1869988,4.0000000,0.1995740,1.0527544,18.2206650,-0.5735717,0.4856731
95,-13,-3.884698891150472,17.941156247536483,-13.0517216,-0.0031405,19.0082645,-0.1599353,-0.1482704,4.0000000,0.2215857,1.0538125,18.3951435,-0.5181265,0.4767238
96,-13,-3.877242251150472,17.941156247536483,-13.0492525,0.0041322,47.9338837,-0.1801997,-0.1094500,4.0000000,0.2442307,1.0547192,18.5427303,-0.4631307,0.4868232
97,-13,-3.869785611150472,17.941156247536483,-13.0467615,0.0015702,38.8429756,-0.1993041,-0.0650874,4.0000000,0.2659833,1.0554788,18.6660404,-0.3961580,0.5058815
98,-13,-4.033831691150472,17.933699607536482,-13.0927019,-0.0030579,4.1322312,-0.2177868,-0.3268465,4.0000000,0.0186492,1.0215964,11.7965984,-0.6723422,0.9192437
99,-13,-4.026375051150472,17.933699607536482,-13.0911512,-0.0043802,0.0000000,-0.2021581,-0.3521422,4.0000000,0.0017290,1.0229926,12.1657219,-0.7060134,0.9617216
100,-13,-4.018918411150472,17.933699607536482,-13.0895519,0.0043802,47.1074371,-0.1836335,-0.3721078,4.0000000,-0.0117018,1.0244848,12.5469036,-0.7325138,0.9867446
101,-13,-4.011461771150472,17.933699607536482,-13.0879011,0.0028099,38.0165291,-0.1645302,-0.3884623,4.0000000,-0.0212006,1.0260485,12.9352970,-0.7557241,1.0019785
102,-13,-4.004005131150472,17.933699607536482,-13.0861998,0.0009917,28.9256191,-0.1450474,-0.4017118,4.0000000,-0.0271275,1.0276823,13.3247786,-0.7762961,1.0078379
103,-13,-3.996548491150472,17.933699607536482,-13.0844450,-0.0008264,19.8347111,-0.1262247,-0.4132920,4.0000000,-0.0298528,1.0293881,13.7209129,-0.7967312,1.0105386
104,-13,-3.989091851150472,17.933699607536482,-13.0826378,-0.0026446,10.7438021,-0.1083287,-0.4211216,4.0000000,-0.0287239,1.0311407,14.1156912,-0.8135194,1.0024170
105,-13,-3.981635211150472,17.933699607536482,-13.0807772,-0.0046281,3.3057852,-0.0929684,-0.4233560,4.0000000,-0.0233041,1.0329506,14.5098000,-0.8234079,0.9794397
106,-13,-3.974178571150472,17.933699607536482,-13.0788622,0.0033884,44.6280975,-0.0791488,-0.4242201,4.0000000,-0.0165221,1.0347841,14.8974810,-0.8319181,0.9544199
107,-13,-3.966721931150472,17.933699607536482,-13.0768948,0.0015702,35.5371895,-0.0686716,-0.4221340,4.0000000,-0.0068670,1.0366367,15.2780371,-0.8374010,0.9255065
108,-13,-3.959265291150472,17.933699607536482,-13.0748739,-0.0002479,26.4462814,-0.0612454,-0.4168621,4.0000000,0.0049742,1.0385196,15.6552591,-0.8386983,0.8914708
109,-13,-3.951808651150472,17.933699607536482,-13.0728006,-0.0021488,17.3553715,-0.0570184,-0.4061397,4.0000000,0.0199180,1.0403904,16.0190487,-0.8321975,0.8449121
110,-13,-3.944352011150472,17.933699607536482,-13.0706768,-0.0045455,8.2644625,-0.0561853,-0.3925342,4.0000000,0.0364542,1.0422443,16.3708515,-0.8215226,0.7967668
111,-13,-3.936895371150472,17.933699607536482,-13.0685024,0.0030579,43.8016510,-0.0587589,-0.3767718,4.0000000,0.0544046,1.0440651,16.7075500,-0.8079482,0.7506072
112,-13,-3.929438731150472,17.933699607536482,-13.0662804,0.0009917,34.7107430,-0.0644588,-0.3581513,4.0000000,0.0733866,1.0458312,17.0280704,-0.7896891,0.7047185
113,-13,-3.921982091150472,17.933699607536482,-13.0640125,-0.0008264,25.6198349,-0.0738170,-0.3353433,4.0000000,0.0946239,1.0475515,17.3340244,-0.7653105,0.6579638
114,-13,-3.914525451150472,17.933699607536482,-13.0616999,-0.0032231,16.5289249,-0.0855091,-0.3085346,4.0000000,0.1164859,1.0491942,17.6185665,-0.7335551,0.6106216
115,-13,-3.907068811150472,17.933699607536482,-13.0593462,0.0040496,47.9338837,-0.0995453,-0.2791302,4.0000000,0.1388892,1.0507305,17.8813248,-0.6971495,0.5691987
116,-13,-3.899612171150472,17.933699607536482,-13.0569544,0.0016529,38.8429756,-0.1158153,-0.2466856,4.0000000,0.1622451,1.0521656,18.1229668,-0.6556162,0.5347517
117,-13,-3.892155531150472,17.933699607536482,-13.0545263,-0.0003306,29.7520657,-0.1335999,-0.2102635,4.0000000,0.1864269,1.0534719,18.3391151,-0.6069539,0.5067619
118,-13,-3.884698891150472,17.933699607536482,-13.0520668,-0.0028099,20.6611576,-0.1516628,-0.1711507,4.0000000,0.2096388,1.0546361,18.5295506,-0.5519401,0.4883195
119,-13,-3.877242251150472,17.933699607536482,-13.0495787,0.0044628,48.7603302,-0.1704928,-0.1307991,4.0000000,0.2333312,1.0556444,18.6924820,-0.4949293,0.4850078
120,-13,-3.869785611150472,17.933699607536482,-13.0470667,0.0018182,39.6694221,-0.1884180,-0.0872355,4.0000000,0.2558844,1.0565046,18.8299885,-0.4303554,0.4929536
121,-13,-4.041288331150472,17.926242967536481,-13.0944996,-0.0008264,14.8760328,-0.2057613,-0.3143601,4.0000000,0.0175339,1.0199096,11.3322363,-0.6462542,0.8554860
122,-13,-4.033831691150472,17.926242967536481,-13.0930119,-0.0026446,5.7851238,-0.1926306,-0.3425874,4.0000000,-0.0024404,1.0212090,11.6922188,-0.6827344,0.9086875
123,-13,-4.026375051150472,17.926242967536481,-13.0914774,-0.0040496,0.8264463,-0.1768173,-0.3692912,4.0000000,-0.0190904,1.0226077,12.0647202,-0.7194920,0.9584558
124,-13,-4.018918411150472,17.926242967536481,-13.0898924,0.0047107,49.5867767,-0.1588107,-0.3901805,4.0000000,-0.0319700,1.0241034,12.4506292,-0.7483910,0.9905462
125,-13,-4.011461771150472,17.926242967536481,-13.0882568,0.0032231,40.4958687,-0.1388796,-0.4090745,4.0000000,-0.0427992,1.0256755,12.8436918,-0.7753497,1.0153848
126,-13,-4.004005131150472,17.926242967536481,-13.0865688,0.0014050,31.4049587,-0.1209054,-0.4234560,4.0000000,-0.0482999,1.0273254,13.2411375,-0.7986121,1.0310915
127,-13,-3.996548491150472,17.926242967536481,-13.0848274,-0.0004132,22.3140488,-0.1016573,-0.4368232,4.0000000,-0.0522895,1.0290577,13.6454258,-0.8213568,1.0419377
128,-13,-3.989091851150472,17.926242967536481,-13.0830307,-0.0022314,13.2231407,-0.0863038,-0.4448228,4.0000000,-0.0503051,1.0308430,14.0492926,-0.8393404,1.0419004
129,-13,-3.981635211150472,17.926242967536481,-13.0811796,-0.0042149,4.9586778,-0.0716497,-0.4490629,4.0000000,-0.0456540,1.0326931,14.4543505,-0.8524719,1.0290216
130,-13,-3.974178571150472,17.926242967536481,-13.0792723,0.0038017,46.2809906,-0.0599386,-0.4496131,4.0000000,-0.0378215,1.0345786,14.8537626,-0.8614047,1.0079478
131,-13,-3.966721931150472,17.926242967536481,-13.0773106,0.0019008,37.1900826,-0.0502521,-0.4473974,4.0000000,-0.0285442,1.0364784,15.2466421,-0.8662507,0.9802160
132,-13,-3.959265291150472,17.926242967536481,-13.0752945,0.0000826,28.0991745,-0.0447655,-0.4425275,4.0000000,-0.0156036,1.0384142,15.6337090,-0.8694514,0.9511006
133,-13,-3.951808651150472,17.926242967536481,-13.0732241,-0.0017355,19.0082645,-0.0414246,-0.4328217,4.0000000,-0.0016243,1.0403547,16.0122795,-0.8640191,0.9083591
134,-13,-3.944352011150472,17.926242967536481,-13.0711002,-0.0040496,9.9173555,-0.0414955,-0.4190951,4.0000000,0.0148879,1.0422832,16.3778992,-0.8530780,0.8588537
135,-13,-3.936895371150472,17.926242967536481,-13.0689249,0.0034711,45.4545441,-0.0454647,-0.4020880,4.0000000,0.0337893,1.0441744,16.7283783,-0.8379654,0.8078743
136,-13,-3.929438731150472,17.926242967536481,-13.0667000,0.0013223,36.3636360,-0.0529120,-0.3836605,4.0000000,0.0541032,1.0460284,17.0633392,-0.8214242,0.7624240
137,-13,-3.921982091150472,17.926242967536481,-13.0644264,-0.0004959,27.2727280,-0.0636348,-0.3603504,4.0000000,0.0765284,1.0478390,17.3840294,-0.7972292,0.7119513
138,-13,-3.914525451150472,17.926242967536481,-13.0621071,-0.0028099,18.1818180,-0.0760406,-0.3335027,4.0000000,0.0991504,1.0495708,17.6842804,-0.7661558,0.6599959
139,-13,-3.907068811150472,17.926242967536481,-13.0597439,0.0044628,49.5867767,-0.0908537,-0.3018039,4.0000000,0.1234078,1.0512092,17.9625187,-0.7270156,0.6074288
140,-13,-3.899612171150472,17.926242967536481,-13.0573397,0.0019835,40.4958687,-0.1075797,-0.2687082,4.0000000,0.1483136,1.0527400,18.2184162,-0.6857299,0.5655523
141,-13,-3.892155531150472,17.926242967536481,-13.0548983,-0.0000826,31.4049587,-0.1252485,-0.2321042,4.0000000,0.1736693,1.0541488,18.4494686,-0.6378778,0.5293056
142,-13,-3.884698891150472,17.926242967536481,-13.0524225,-0.0024793,22.3140488,-0.1430226,-0.1924139,4.0000000,0.1988607,1.0554200,18.6567192,-0.5836885,0.5010915
143,-13,-3.877242251150472,17.926242967536481,-13.0499163,0.0047934,49.5867767,-0.1609655,-0.1509901,4.0000000,0.2235606,1.0565296,18.8334103,-0.5255407,0.4862123
144,-13,-3.869785611150472,17.926242967536481,-13.0473833,0.0020661,40.4958687,-0.1780217,-0.1066688,4.0000000,0.2481204,1.0574818,18.9853172,-0.4614580,0.4831678
145,-13,-4.041288331150472,17.918786327536480,-13.0948019,-0.0004132,16.5289249,-0.1699873,-0.3323624,4.0000000,-0.0132191,1.0195507,11.2323275,-0.6515056,0.8273258
146,-13,-4.033831691150472,17.918786327536480,-13.0933304,-0.0022314,7.4380164,-0.1579509,-0.3627282,4.0000000,-0.0321088,1.0208476,11.5934525,-0.6933475,0.8935341
147,-13,-4.026375051150472,17.918786327536480,-13.0918102,-0.0037190,1.6528926,-0.1429760,-0.3903642,4.0000000,-0.0474775,1.0222468,11.9695053,-0.7332509,0.9526516
